name,serviceTag,model,status,imagedOn,inInventory
CHAS6895,3PNFWL3,Latitude 5530,DEPLOYED,,0
CHAS6412,3PVPTG3,Latitude 5520,DEPLOYED,,0
CHAS6493,3QL3VG3,Latitude 5520,DEPLOYED,,0
CHAS6896,3QNFWL3,Latitude 5530,DEPLOYED,,0
CHAS6966,3QPH5S3,OptiPlex 7090,DEPLOYED,,0
CHAS6123,3QV3VG3,Latitude 5520,DEPLOYED,,0
CHAS6260,3QZ5KG3,XPS 17 9710,DEPLOYED,,0
CHAS5094,3RFKY23,OptiPlex 7470 AIO,DEPLOYED,,0
CHAS5092,3RFLY23,OptiPlex 7470 AIO,DEPLOYED,,0
CHAS5756,3RFSR93,Latitude 5520,DEPLOYED,,0
CHAS6506,3RQZCL3,Latitude 5520,DEPLOYED,,0
CHAS6413,3RZQTG3,Latitude 5520,DEPLOYED,,0
CHAS5101,3S3Z233,OptiPlex 7770 AIO,DEPLOYED,,0
CHAS5103,3SF5333,OptiPlex 7770 AIO,DEPLOYED,,0
CHAS5102,3SF6333,OptiPlex 7770 AIO,DEPLOYED,,0
CHAS5252,3SFFX33,Latitude 5500,DEPLOYED,,0
CHAS6346,3TCDHG3,Latitude 5520,DEPLOYED,,0
CHAS5860,3VF54B3,Latitude 5520,DEPLOYED,,0
CHAS5859,3WF54B3,Latitude 5520,DEPLOYED,,0
CHAS7177,3WHWMW3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS5622,3WNR573,Latitude 5510,DEPLOYED,,0
CHAS6684,3WPHSL3,Latitude 5520,DEPLOYED,,0
CHAS5929,3XB54B3,Latitude 5520,DEPLOYED,,0
CHAS6668,3XPHSL3,Latitude 5520,DEPLOYED,,0
CHAS5511,3XR6S73,Latitude 5510,DEPLOYED,,0
CHAS5907,3Y17BG3,Latitude 5520,DEPLOYED,,0
CHAS5409,3Y2KH63,OptiPlex 7080,DEPLOYED,,0
CHAS5437,3Y2LH63,OptiPlex 7080,DEPLOYED,,0
CHAS5433,3Y2MH63,OptiPlex 7080,DEPLOYED,,0
CHAS6560,3Y30VQ3,Precision 5570,DEPLOYED,,0
CHAS5438,3Y3CH63,OptiPlex 7080,DEPLOYED,,0
CHAS5434,3Y3DH63,OptiPlex 7080,DEPLOYED,,0
CHAS5410,3Y3GH63,OptiPlex 7080,DEPLOYED,,0
CHAS5407,3Y3HH63,OptiPlex 7080,DEPLOYED,,0
CHAS5435,3Y3JH63,OptiPlex 7080,DEPLOYED,,0
CHAS6382,3Y3VHG3,Latitude 5520,DEPLOYED,,0
CHAS6973,3YLTRT3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6643,3YPHSL3,Latitude 5520,DEPLOYED,,0
CHAS6065,3Z17BG3,Latitude 5520,DEPLOYED,,0
CHAS5337,3Z7R253,Latitude 5500,DEPLOYED,,0
CHAS5023,3ZGL2X2,Latitude 7400,DEPLOYED,,0
CHAS5807,3ZQXV93,Latitude 5520,DEPLOYED,,0
CHAS5663,400GZ93,Latitude 5520,DEPLOYED,,0
CHAS6050,4027BG3,Latitude 5520,DEPLOYED,,0
CHAS5688,4100Q93,Latitude 5520,DEPLOYED,,0
CHAS6416,410RTG3,Latitude 5520,DEPLOYED,,0
CHAS5955,4127BG3,Latitude 5520,DEPLOYED,,0
CHAS6069,415YGG3,Latitude 5520,DEPLOYED,,0
CHAS6080,41C6RG3,Latitude 5520,DEPLOYED,,0
CHAS5233,41FPM33,Latitude 5500,DEPLOYED,,0
CHAS6232,41LB9G3,Latitude 5520,DEPLOYED,,0
CHAS6580,41SSBL3,Latitude 5520,DEPLOYED,,0
CHAS6388,42CJRG3,Latitude 5520,DEPLOYED,,0
CHAS6968,42D6VT3,Precision 5570,DEPLOYED,,0
CHAS5814,42JX3D3,Latitude 5511,DEPLOYED,,0
CHAS5989,42LB9G3,Latitude 5520,DEPLOYED,,0
CHAS5616,42N5Y93,Latitude 5520,DEPLOYED,,0
CHAS5230,43C4L33,Latitude 5500,DEPLOYED,,0
CHAS5198,43JTK33,Latitude 5500,DEPLOYED,,0
CHAS6911,43V53T3,Precision 5570,DEPLOYED,,0
CHAS5900,43YX333,Latitude 7400,DEPLOYED,,0
CHAS6110,441GBK3,Precision 5560,DEPLOYED,,0
CHAS5475,448R253,Latitude 5500,DEPLOYED,,0
CHAS5467,44MR253,Latitude 5500,DEPLOYED,,0
CHAS5504,44MZR73,Latitude 5510,DEPLOYED,,0
CHAS5089,4523Q13,Latitude 5500,DEPLOYED,,0
CHAS4720,452T1X2,Latitude 5590,DEPLOYED,,0
CHAS6136,45JZ2L3,OptiPlex 5090,DEPLOYED,,0
CHAS6983,45KQRT3,OptiPlex 5000,DEPLOYED,,0
CHAS6811,45N36S3,OptiPlex 5000,DEPLOYED,,0
CHAS6490,45R4VG3,Latitude 5520,DEPLOYED,,0
CHAS7186,46FXHW3,Latitude 7530,DEPLOYED,,0
CHAS6338,46LBHG3,Latitude 5520,DEPLOYED,,0
CHAS5461,46LS573,Latitude 5510,DEPLOYED,,0
CHAS5599,4775N93,Latitude 5520,DEPLOYED,,0
CHAS5315,47BTZ53,Latitude 5510,DEPLOYED,,0
CHAS5762,47FSR93,Latitude 5520,DEPLOYED,,0
CHAS5008,47JJK13,Precision 5540,DEPLOYED,,0
CHAS5789,47MZ5D3,Precision 5550,DEPLOYED,,0
CHAS5521,47VRQ73,Latitude 5510,DEPLOYED,,0
CHAS5794,487TYD3,Precision 5550,DEPLOYED,,0
CHAS5892,48CZ8G3,Latitude 5520,DEPLOYED,,0
CHAS6789,48NFWL3,Latitude 5530,DEPLOYED,,0
CHAS6534,48NSDK3,Latitude 7420,DEPLOYED,,0
CHAS5074,48VM3X2,Latitude 5500,DEPLOYED,,0
CHAS6025,49MQRG3,Latitude 5520,DEPLOYED,,0
CHAS5830,49ZZP93,Latitude 5520,DEPLOYED,,0
CHAS5868,4B2H4B3,Latitude 5520,DEPLOYED,,0
CHAS5691,4BCVQ93,Latitude 5520,DEPLOYED,,0
CHAS5708,4BZZP93,Latitude 5520,DEPLOYED,,0
CHAS6265,4CG54B3,Latitude 5520,DEPLOYED,,0
CHAS5223,4CLJ433,Latitude 7400,DEPLOYED,,0
CHAS6664,4CMHPR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6724,4CNSPR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS5758,4DDSR93,Latitude 5520,DEPLOYED,,0
CHAS5676,4DVM0B3,Latitude 5520,DEPLOYED,,0
CHAS6995,4FC88S3,Latitude 5530,DEPLOYED,,0
CHAS5648,4FFNZ93,Latitude 5520,DEPLOYED,,0
CHAS5177,4FLV433,Latitude 5500,DEPLOYED,,0
CHAS6557,4FZSKQ3,OptiPlex 5090,DEPLOYED,,0
CHAS5721,4G0Q253,Latitude 5500,DEPLOYED,,0
CHAS6942,4G9S6S3,Latitude 5530,DEPLOYED,,0
CHAS7014,4GC88S3,Latitude 5530,DEPLOYED,,0
CHAS6495,4GJCTG3,Latitude 5520,DEPLOYED,,0
CHAS5675,4GSV8D3,Latitude 5511,DEPLOYED,,0
CHAS5469,4GVR573,Latitude 5510,DEPLOYED,,0
CHAS5203,4GZ4L33,Latitude 5500,DEPLOYED,,0
CHAS71999,4GZWHW3,Latitude 7530,DEPLOYED,,0
CHAS6074,4H27BG3,Latitude 5520,DEPLOYED,,0
CHAS6931,4H9S6S3,Latitude 5530,DEPLOYED,,0
CHAS6902,4HKX1T3,Precision 5570,DEPLOYED,,0
CHAS6052,4J27BG3,Latitude 5520,DEPLOYED,,0
CHAS5100,4J4BL13,Latitude 5500,DEPLOYED,,0
CHAS6746,4J5M5S3,OptiPlex 5090,DEPLOYED,,0
CHAS6914,4J9S6S3,Latitude 5530,DEPLOYED,,0
CHAS6498,4JGCKN3,Latitude 7420,DEPLOYED,,0
CHAS6593,4JQQ2Q3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6704,4JYGVL3,Latitude 5530,DEPLOYED,,0
CHAS6702,4K0HVL3,Latitude 5530,DEPLOYED,,0
CHAS5115,4K89633,Latitude 5500,DEPLOYED,,0
CHAS5939,4KG54B3,Latitude 5520,DEPLOYED,,0
CHAS7125,4KYSGS3,Latitude 5530,DEPLOYED,,0
CHAS6714,4L0HVL3,Latitude 5530,DEPLOYED,,0
CHAS5810,4LLTYD3,Precision 5550,DEPLOYED,,0
CHAS6601,4LNCPL3,Latitude 5520,DEPLOYED,,0
CHAS6825,4M0HVL3,Latitude 5530,DEPLOYED,,0
CHAS6956,4M7S6S3,Latitude 5530,DEPLOYED,,0
CHAS6774,4M98QR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6771,4MBR5S3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS5975,4MBSRG3,Latitude 5520,DEPLOYED,,0
CHAS5604,4MFHX93,Latitude 5520,DEPLOYED,,0
CHAS6607,4MNCPL3,Latitude 5520,DEPLOYED,,0
CHAS6897,4MNFWL3,Latitude 5530,DEPLOYED,,0
CHAS6546,4N6MWG3,Latitude 5520,DEPLOYED,,0
CHAS5065,4N8D3X2,Latitude 5500,DEPLOYED,,0
CHAS6639,4NNCPL3,Latitude 5520,DEPLOYED,,0
CHAS6900,4NNFWL3,Latitude 5530,DEPLOYED,,0
CHAS6432,4NQJWG3,Latitude 5520,DEPLOYED,,0
CHAS5553,4P3R573,Latitude 5510,DEPLOYED,,0
CHAS6871,4P6FYS3,OptiPlex 5000,DEPLOYED,,0
CHAS5358,4PJ2063,Latitude 5510,DEPLOYED,,0
CHAS6899,4PNFWL3,Latitude 5530,DEPLOYED,,0
CHAS6423,4PVPTG3,Latitude 5520,DEPLOYED,,0
CHAS5636,4PY10B3,Latitude 5520,DEPLOYED,,0
CHAS6434,4QL3VG3,Latitude 5520,DEPLOYED,,0
CHAS6103,4QV3VG3,Latitude 5520,DEPLOYED,,0
CHAS5484,4RFS673,OptiPlex 7080,DEPLOYED,,0
CHAS7128,4RKP7V3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6505,4RQZCL3,Latitude 5520,DEPLOYED,,0
CHAS4861,4RVJ2Z2,Latitude 5500,DEPLOYED,,0
CHAS6404,4RZQTG3,Latitude 5520,DEPLOYED,,0
CHAS5079,4T1HP13,Latitude 5500,DEPLOYED,,0
CHAS6348,4TCDHG3,Latitude 5520,DEPLOYED,,0
CHAS5014,4TJ5T13,OptiPlex 7070,DEPLOYED,,0
CHAS5015,4TJ6T13,OptiPlex 7070,DEPLOYED,,0
CHAS4985,4TJ90R2,Latitude 5500,DEPLOYED,,0
CHAS5822,4TXTJD3,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS6744,4TYKHR3,Precision 5570,DEPLOYED,,0
CHAS5322,4V18063,Latitude 5510,DEPLOYED,,0
CHAS5304,4VBNZ53,Latitude 5510,DEPLOYED,,0
CHAS7211,4VKXHW3,Latitude 7530,DEPLOYED,,0
CHAS5525,4VSKQ73,Latitude 5510,DEPLOYED,,0
CHAS4979,4VYM3X2,Latitude 5500,DEPLOYED,,0
CHAS5601,4WBLN93,Latitude 5520,DEPLOYED,,0
CHAS5392,4WFR253,Latitude 5500,DEPLOYED,,0
CHAS7163,4WHWMW3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6666,4WPHSL3,Latitude 5520,DEPLOYED,,0
CHAS6558,4X3VHG3,Latitude 5520,DEPLOYED,,0
CHAS5845,4XB54B3,Latitude 5520,DEPLOYED,,0
CHAS6683,4XPHSL3,Latitude 5520,DEPLOYED,,0
CHAS6054,4Y17BG3,Latitude 5520,DEPLOYED,,0
CHAS6354,4Y3VHG3,Latitude 5520,DEPLOYED,,0
CHAS4579,4YHNJR2,Latitude 5590,DEPLOYED,,0
CHAS6992,4YLTRT3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6641,4YPHSL3,Latitude 5520,DEPLOYED,,0
CHAS5680,4YZZP93,Latitude 5520,DEPLOYED,,0
CHAS6061,4Z17BG3,Latitude 5520,DEPLOYED,,0
CHAS7164,4ZMWHW3,Latitude 7530,DEPLOYED,,0
CHAS6041,5027BG3,Latitude 5520,DEPLOYED,,0
CHAS5985,50DK3L3,OptiPlex 7490 AIO,DEPLOYED,,0
CHAS5686,5100Q93,Latitude 5520,DEPLOYED,,0
CHAS5958,51LB9G3,Latitude 5520,DEPLOYED,,0
CHAS5640,51MZR73,Latitude 5510,DEPLOYED,,0
CHAS5350,51RXV93,Latitude 5520,DEPLOYED,,0
CHAS4902,52B5ZY2,Precision 5540,DEPLOYED,,0
CHAS6149,52CJRG3,Latitude 5520,DEPLOYED,,0
CHAS4971,52DPYY2,Latitude 5500,DEPLOYED,,0
CHAS4950,52HM513,OptiPlex 7470 AIO,DEPLOYED,,0
CHAS4949,52HN513,OptiPlex 7470 AIO,DEPLOYED,,0
CHAS4953,52HP513,OptiPlex 7470 AIO,DEPLOYED,,0
CHAS5922,52LB9G3,Latitude 5520,DEPLOYED,,0
CHAS5242,52Z7M33,Latitude 5500,DEPLOYED,,0
CHAS5879,53FN4B3,Latitude 5520,DEPLOYED,,0
CHAS5890,54DK4B3,Latitude 5520,DEPLOYED,,0
CHAS5072,54QF3X2,Latitude 5500,DEPLOYED,,0
CHAS4926,5549ZY2,Latitude 5500,DEPLOYED,,0
CHAS6147,55C6RG3,Latitude 5520,DEPLOYED,,0
CHAS6172,55JZ2L3,OptiPlex 5090,DEPLOYED,,0
CHAS6976,55KQRT3,OptiPlex 5000,DEPLOYED,,0
CHAS6180,55LBHG3,Latitude 5520,DEPLOYED,,0
CHAS6810,55N36S3,OptiPlex 5000,DEPLOYED,,0
CHAS5381,562R253,Latitude 5500,DEPLOYED,,0
CHAS5351,5666RD2,OptiPlex 7040,DEPLOYED,,0
CHAS6164,56B10C3,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS6072,56B20C3,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS5741,56B30C3,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS5740,56BVZB3,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS5739,56BWZB3,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS6064,56BXZB3,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS6166,56BYZB3,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS5738,56BZZB3,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS4894,56FH1Z2,Latitude 5500,DEPLOYED,,0
CHAS6328,56LBHG3,Latitude 5520,DEPLOYED,,0
CHAS5764,57FSR93,Latitude 5520,DEPLOYED,,0
CHAS6785,58NFWL3,Latitude 5530,DEPLOYED,,0
CHAS5791,58ZZP93,Latitude 5520,DEPLOYED,,0
CHAS4489,5938CS2,OptiPlex 7060,DEPLOYED,,0
CHAS6327,59696M3,Latitude 7320 Detachable,DEPLOYED,,0
CHAS6158,59MQRG3,Latitude 5520,DEPLOYED,,0
CHAS5527,59WCR73,Latitude 5510,DEPLOYED,,0
CHAS5726,59XN253,Latitude 5500,DEPLOYED,,0
CHAS5240,59Z7X33,Latitude 5500,DEPLOYED,,0
CHAS5838,59ZZP93,Latitude 5520,DEPLOYED,,0
CHAS5888,5B2H4B3,Latitude 5520,DEPLOYED,,0
CHAS4539,5B2P8Y2,Latitude 5590,DEPLOYED,,0
CHAS6023,5B5Q1J3,Precision 5560,DEPLOYED,,0
CHAS5696,5BCVQ93,Latitude 5520,DEPLOYED,,0
CHAS5060,5BZHP13,Latitude 5500,DEPLOYED,,0
CHAS5818,5BZZP93,Latitude 5520,DEPLOYED,,0
CHAS6297,5CG54B3,Latitude 5520,DEPLOYED,,0
CHAS6657,5CMHPR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6733,5CNSPR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS5763,5DDSR93,Latitude 5520,DEPLOYED,,0
CHAS5059,5F7HP13,Latitude 5500,DEPLOYED,,0
CHAS6996,5FC88S3,Latitude 5530,DEPLOYED,,0
CHAS5659,5FP7Z93,Latitude 5520,DEPLOYED,,0
CHAS5197,5FWTK33,Latitude 5500,DEPLOYED,,0
CHAS6553,5FZSKQ3,OptiPlex 5090,DEPLOYED,,0
CHAS6932,5G9S6S3,Latitude 5530,DEPLOYED,,0
CHAS7030,5GC88S3,Latitude 5530,DEPLOYED,,0
CHAS5470,5GKQ253,Latitude 5500,DEPLOYED,,0
CHAS6838,5H0FYS3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6140,5H27BG3,Latitude 5520,DEPLOYED,,0
CHAS6927,5H9S6S3,Latitude 5530,DEPLOYED,,0
CHAS4986,5HK90R2,Latitude 5500,DEPLOYED,,0
CHAS6470,5HWHMN3,Precision 5560,DEPLOYED,,0
CHAS7114,5HYSGS3,Latitude 5530,DEPLOYED,,0
CHAS6010,5J27BG3,Latitude 5520,DEPLOYED,,0
CHAS6751,5J5M5S3,OptiPlex 5090,DEPLOYED,,0
CHAS5110,5J89633,Latitude 5500,DEPLOYED,,0
CHAS7035,5J9S6S3,Latitude 5530,DEPLOYED,,0
CHAS6710,5JYGVL3,Latitude 5530,DEPLOYED,,0
CHAS7123,5JYSGS3,Latitude 5530,DEPLOYED,,0
CHAS6833,5K0HVL3,Latitude 5530,DEPLOYED,,0
CHAS5532,5KNG893,Latitude 5510,DEPLOYED,,0
CHAS5612,5KWCZB3,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS7133,5KYSGS3,Latitude 5530,DEPLOYED,,0
CHAS6823,5L0HVL3,Latitude 5530,DEPLOYED,,0
CHAS5382,5LFR253,Latitude 5500,DEPLOYED,,0
CHAS6570,5LNCPL3,Latitude 5520,DEPLOYED,,0
CHAS5720,5LXQ253,Latitude 5500,DEPLOYED,,0
CHAS6692,5M0HVL3,Latitude 5530,DEPLOYED,,0
CHAS6951,5M7S6S3,Latitude 5530,DEPLOYED,,0
CHAS6818,5M98QR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6226,5MBSRG3,Latitude 5520,DEPLOYED,,0
CHAS5602,5MFHX93,Latitude 5520,DEPLOYED,,0
CHAS6602,5MNCPL3,Latitude 5520,DEPLOYED,,0
CHAS6850,5MNFWL3,Latitude 5530,DEPLOYED,,0
CHAS6469,5MQJWG3,Latitude 5520,DEPLOYED,,0
CHAS5717,5MQN253,Latitude 5500,DEPLOYED,,0
CHAS5046,5MS2X33,Latitude 5500,DEPLOYED,,0
CHAS6587,5N6MWG3,Latitude 5520,DEPLOYED,,0
CHAS5379,5NFR253,Latitude 5500,DEPLOYED,,0
CHAS6637,5NNCPL3,Latitude 5520,DEPLOYED,,0
CHAS7013,5NNFWL3,Latitude 5530,DEPLOYED,,0
CHAS6440,5NQJWG3,Latitude 5520,DEPLOYED,,0
CHAS5316,5NYTZ53,Latitude 5510,DEPLOYED,,0
CHAS6872,5P6FYS3,OptiPlex 5000,DEPLOYED,,0
CHAS5058,5P7HP13,Latitude 5500,DEPLOYED,,0
CHAS6502,5PQNKN3,Latitude 7430,DEPLOYED,,0
CHAS6421,5PVPTG3,Latitude 5520,DEPLOYED,,0
CHAS7152,5Q35HS3,Latitude 5530,DEPLOYED,,0
CHAS6491,5QL3VG3,Latitude 5520,DEPLOYED,,0
CHAS6119,5QV3VG3,Latitude 5520,DEPLOYED,,0
CHAS7102,5RKP7V3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6476,5RZQTG3,Latitude 5520,DEPLOYED,,0
CHAS7169,5SGWHW3,Latitude 7530,DEPLOYED,,0
CHAS7172,5TM1JW3,Latitude 7530,DEPLOYED,,0
CHAS5332,5TPF063,Latitude 5510,DEPLOYED,,0
CHAS5850,5VC54B3,Latitude 5520,DEPLOYED,,0
CHAS7142,5VHWHW3,Latitude 7530,DEPLOYED,,0
CHAS5497,5VLZR73,Latitude 5510,DEPLOYED,,0
CHAS6030,5W4YGG3,Latitude 5520,DEPLOYED,,0
CHAS4838,5W5J0Z2,Latitude 5590,DEPLOYED,,0
CHAS5069,5W7D3X2,Latitude 5500,DEPLOYED,,0
CHAS7181,5WHWMW3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS4623,5WM5VT2,Latitude 5590,DEPLOYED,,0
CHAS6665,5WPHSL3,Latitude 5520,DEPLOYED,,0
CHAS6355,5X3VHG3,Latitude 5520,DEPLOYED,,0
CHAS6289,5XB54B3,Latitude 5520,DEPLOYED,,0
CHAS6625,5XPHSL3,Latitude 5520,DEPLOYED,,0
CHAS5336,5XQF063,Latitude 5510,DEPLOYED,,0
CHAS4916,5XVCZY2,Latitude 5500,DEPLOYED,,0
CHAS5931,5Y17BG3,Latitude 5520,DEPLOYED,,0
CHAS5355,5Y3VHG3,Latitude 5520,DEPLOYED,,0
CHAS4997,5Y5B3X2,Latitude 5500,DEPLOYED,,0
CHAS5427,5Y8DN53,Precision 5550,DEPLOYED,,0
CHAS6905,5YCX1T3,Precision 5570,DEPLOYED,,0
CHAS7223,5YMWHW3,Latitude 7530,DEPLOYED,,0
CHAS6693,5YPHSL3,Latitude 5520,DEPLOYED,,0
CHAS5687,5YZZP93,Latitude 5520,DEPLOYED,,0
CHAS6012,5Z17BG3,Latitude 5520,DEPLOYED,,0
CHAS6109,5ZNWBK3,Precision 5560,DEPLOYED,,0
CHAS5136,5ZP8633,Latitude 5500,DEPLOYED,,0
CHAS6169,5ZTSYD3,Precision 5550,DEPLOYED,,0
CHAS6040,6027BG3,Latitude 5520,DEPLOYED,,0
CHAS6029,605YGG3,Latitude 5520,DEPLOYED,,0
CHAS5986,60DK3L3,OptiPlex 7490 AIO,DEPLOYED,,0
CHAS5689,6100Q93,Latitude 5520,DEPLOYED,,0
CHAS6009,6127BG3,Latitude 5520,DEPLOYED,,0
CHAS5910,61LB9G3,Latitude 5520,DEPLOYED,,0
CHAS5384,61TR253,Latitude 5500,DEPLOYED,,0
CHAS5871,61ZJ5B3,Latitude 5520,DEPLOYED,,0
CHAS5926,62LB9G3,Latitude 5520,DEPLOYED,,0
CHAS5722,62TR253,Latitude 5500,DEPLOYED,,0
CHAS5541,63D7N83,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS5880,63FN4B3,Latitude 5520,DEPLOYED,,0
CHAS5540,63Z4N83,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS5611,648FZB3,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS5456,64HR573,Latitude 5510,DEPLOYED,,0
CHAS5629,64M5Y93,Latitude 5520,DEPLOYED,,0
CHAS5458,659R573,Latitude 5510,DEPLOYED,,0
CHAS6350,65LBHG3,Latitude 5520,DEPLOYED,,0
CHAS6543,665YMG3,Latitude 5520,DEPLOYED,,0
CHAS6345,66LBHG3,Latitude 5520,DEPLOYED,,0
CHAS6026,66VL3J3,Latitude 7420,DEPLOYED,,0
CHAS5526,66WCR73,Latitude 5510,DEPLOYED,,0
CHAS7154,6715HS3,Latitude 5530,DEPLOYED,,0
CHAS5748,67FSR93,Latitude 5520,DEPLOYED,,0
CHAS5849,67G54B3,Latitude 5520,DEPLOYED,,0
CHAS5450,67VP673,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS5449,67WV673,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS5831,68ZZP93,Latitude 5520,DEPLOYED,,0
CHAS6137,69MQRG3,Latitude 5520,DEPLOYED,,0
CHAS5404,69WT573,Latitude 5510,DEPLOYED,,0
CHAS5776,69ZZP93,Latitude 5520,DEPLOYED,,0
CHAS5881,6B2H4B3,Latitude 5520,DEPLOYED,,0
CHAS7173,6BFXHW3,Latitude 7530,DEPLOYED,,0
CHAS5834,6BZZP93,Latitude 5520,DEPLOYED,,0
CHAS6535,6CC8RQ3,Latitude 7320 Detachable,DEPLOYED,,0
CHAS6264,6CG54B3,Latitude 5520,DEPLOYED,,0
CHAS6663,6CMHPR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6734,6CNSPR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS5232,6CW4X33,Latitude 5500,DEPLOYED,,0
CHAS6022,6CZZP93,Latitude 5520,DEPLOYED,,0
CHAS5761,6DDSR93,Latitude 5520,DEPLOYED,,0
CHAS7170,6DFXHW3,Latitude 7530,DEPLOYED,,0
CHAS7011,6FC88S3,Latitude 5530,DEPLOYED,,0
CHAS5519,6FJLQ73,Latitude 5510,DEPLOYED,,0
CHAS5159,6FKLL33,Latitude 5500,DEPLOYED,,0
CHAS5658,6FP7Z93,Latitude 5520,DEPLOYED,,0
CHAS6552,6FZSKQ3,OptiPlex 5090,DEPLOYED,,0
CHAS6936,6G9S6S3,Latitude 5530,DEPLOYED,,0
CHAS7019,6GC88S3,Latitude 5530,DEPLOYED,,0
CHAS6869,6H0FYS3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS7137,6H15HS3,Latitude 5530,DEPLOYED,,0
CHAS6146,6H27BG3,Latitude 5520,DEPLOYED,,0
CHAS6920,6H9S6S3,Latitude 5530,DEPLOYED,,0
