name,serviceTag,model,status,imagedOn,inInventory
CHAS7062,6HYSGS3,Latitude 5530,DEPLOYED,,0
CHAS6142,6J27BG3,Latitude 5520,DEPLOYED,,0
CHAS6750,6J5M5S3,OptiPlex 5090,DEPLOYED,,0
CHAS7015,6J9S6S3,Latitude 5530,DEPLOYED,,0
CHAS6655,6JLB9G3,Latitude 5520,DEPLOYED,,0
CHAS6715,6JYGVL3,Latitude 5530,DEPLOYED,,0
CHAS7057,6JYSGS3,Latitude 5530,DEPLOYED,,0
CHAS6883,6K0HVL3,Latitude 5530,DEPLOYED,,0
CHAS4905,6K18ZY2,Latitude 5500,DEPLOYED,,0
CHAS5935,6K4NFG3,Latitude 5520,DEPLOYED,,0
CHAS4683,6K5H7X2,OptiPlex 7060,DEPLOYED,,0
CHAS6608,6KNCPL3,Latitude 5520,DEPLOYED,,0
CHAS7107,6KYSGS3,Latitude 5530,DEPLOYED,,0
CHAS6705,6L0HVL3,Latitude 5530,DEPLOYED,,0
CHAS6577,6LNCPL3,Latitude 5520,DEPLOYED,,0
CHAS5395,6LVR573,Latitude 5510,DEPLOYED,,0
CHAS6829,6M0HVL3,Latitude 5530,DEPLOYED,,0
CHAS6912,6M7S6S3,Latitude 5530,DEPLOYED,,0
CHAS6765,6M98QR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6389,6MBSRG3,Latitude 5520,DEPLOYED,,0
CHAS5610,6MFHX93,Latitude 5520,DEPLOYED,,0
CHAS5567,6MFR253,Latitude 5500,DEPLOYED,,0
CHAS5798,6MKSYD3,Precision 5550,DEPLOYED,,0
CHAS6606,6MNCPL3,Latitude 5520,DEPLOYED,,0
CHAS6859,6MNFWL3,Latitude 5530,DEPLOYED,,0
CHAS6565,6MQJWG3,Latitude 5520,DEPLOYED,,0
CHAS4533,6MYQ0T2,OptiPlex 7060,DEPLOYED,,0
CHAS6465,6N6MWG3,Latitude 5520,DEPLOYED,,0
CHAS6855,6NNFWL3,Latitude 5530,DEPLOYED,,0
CHAS5563,6NNR573,Latitude 5510,DEPLOYED,,0
CHAS6448,6NQJWG3,Latitude 5520,DEPLOYED,,0
CHAS6875,6P6FYS3,OptiPlex 5000,DEPLOYED,,0
CHAS5171,6PRV533,Latitude 5500,DEPLOYED,,0
CHAS5742,6QFSR93,Latitude 5520,DEPLOYED,,0
CHAS6450,6QL3VG3,Latitude 5520,DEPLOYED,,0
CHAS6121,6QV3VG3,Latitude 5520,DEPLOYED,,0
CHAS7079,6RKP7V3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS4375,6RNQ0S2,OptiPlex 7460 AIO,DEPLOYED,,0
CHAS4954,6S169Y2,Latitude 5500,DEPLOYED,,0
CHAS5170,6S64433,Latitude 5500,DEPLOYED,,0
CHAS5127,6SP3633,Latitude 5500,DEPLOYED,,0
CHAS5699,6SXZP93,Latitude 5520,DEPLOYED,,0
CHAS5275,6TMQ453,Latitude 5500,DEPLOYED,,0
CHAS5566,6TQQ253,Latitude 5500,DEPLOYED,,0
CHAS5099,6V1DL13,Latitude 5500,DEPLOYED,,0
CHAS6161,6VBJRG3,Latitude 5520,DEPLOYED,,0
CHAS7220,6VGWHW3,Latitude 7530,DEPLOYED,,0
CHAS5048,6VH7853,OptiPlex 7470 AIO,DEPLOYED,,0
CHAS6514,6VMGKN3,Latitude 7420,DEPLOYED,,0
CHAS5206,6VY4L33,Latitude 5500,DEPLOYED,,0
CHAS6083,6W0Y353,Precision 5560,DEPLOYED,,0
CHAS6681,6WPHSL3,Latitude 5520,DEPLOYED,,0
CHAS6362,6X3VHG3,Latitude 5520,DEPLOYED,,0
CHAS7195,6XMWHW3,Latitude 7530,DEPLOYED,,0
CHAS6644,6XPHSL3,Latitude 5520,DEPLOYED,,0
CHAS5911,6Y17BG3,Latitude 5520,DEPLOYED,,0
CHAS6225,6Y3VHG3,Latitude 5520,DEPLOYED,,0
CHAS6170,6YJ86M3,XPS 13 9310,DEPLOYED,,0
CHAS6646,6YPHSL3,Latitude 5520,DEPLOYED,,0
CHAS5684,6YZZP93,Latitude 5520,DEPLOYED,,0
CHAS6049,6Z17BG3,Latitude 5520,DEPLOYED,,0
CHAS5122,6ZD6633,Latitude 5500,DEPLOYED,,0
CHAS5630,6ZGR573,Latitude 5510,DEPLOYED,,0
CHAS5451,6ZRM163,Latitude 5510,DEPLOYED,,0
CHAS6058,7027BG3,Latitude 5520,DEPLOYED,,0
CHAS5983,70DK3L3,OptiPlex 7490 AIO,DEPLOYED,,0
CHAS5562,70HR573,Latitude 5510,DEPLOYED,,0
CHAS5683,7100Q93,Latitude 5520,DEPLOYED,,0
CHAS5625,711S573,Latitude 5510,DEPLOYED,,0
CHAS6007,7127BG3,Latitude 5520,DEPLOYED,,0
CHAS5959,715YGG3,Latitude 5520,DEPLOYED,,0
CHAS5930,71H54B3,Latitude 5520,DEPLOYED,,0
CHAS5925,71LB9G3,Latitude 5520,DEPLOYED,,0
CHAS5923,72LB9G3,Latitude 5520,DEPLOYED,,0
CHAS5909,72QB9G3,Latitude 5520,DEPLOYED,,0
CHAS7189,72QKVV3,Latitude 7530,DEPLOYED,,0
CHAS5338,746Q253,Latitude 5500,DEPLOYED,,0
CHAS5262,752W253,Latitude 5500,DEPLOYED,,0
CHAS6160,75C6RG3,Latitude 5520,DEPLOYED,,0
CHAS6280,75JZ2L3,OptiPlex 5090,DEPLOYED,,0
CHAS6981,75KQRT3,OptiPlex 5000,DEPLOYED,,0
CHAS6333,75LBHG3,Latitude 5520,DEPLOYED,,0
CHAS5145,75Q4433,Latitude 5500,DEPLOYED,,0
CHAS5854,76042G3,OptiPlex 7780 AIO,DEPLOYED,,0
CHAS5853,76052G3,OptiPlex 7780 AIO,DEPLOYED,,0
CHAS6259,76062G3,OptiPlex 7780 AIO,DEPLOYED,,0
CHAS6258,76072G3,OptiPlex 7780 AIO,DEPLOYED,,0
CHAS6948,760DYS3,OptiPlex 5000,DEPLOYED,,0
CHAS5855,760Y1G3,OptiPlex 7780 AIO,DEPLOYED,,0
CHAS6513,765YMG3,Latitude 5520,DEPLOYED,,0
CHAS6168,76LBHG3,Latitude 5520,DEPLOYED,,0
CHAS5093,777QY23,OptiPlex 7470 AIO,DEPLOYED,,0
CHAS5088,777RY23,OptiPlex 7470 AIO,DEPLOYED,,0
CHAS5760,77FSR93,Latitude 5520,DEPLOYED,,0
CHAS5533,78CY793,Latitude 5510,DEPLOYED,,0
CHAS5547,78MR253,Latitude 5500,DEPLOYED,,0
CHAS6884,78NFWL3,Latitude 5530,DEPLOYED,,0
CHAS5582,78QD8B3,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS5817,78ZZP93,Latitude 5520,DEPLOYED,,0
CHAS5305,79CF063,Latitude 5510,DEPLOYED,,0
CHAS6150,79MQRG3,Latitude 5520,DEPLOYED,,0
CHAS5829,79ZZP93,Latitude 5520,DEPLOYED,,0
CHAS5866,7B2H4B3,Latitude 5520,DEPLOYED,,0
CHAS4810,7BPY2X2,Latitude 5590,DEPLOYED,,0
CHAS5646,7BX10B3,Latitude 5520,DEPLOYED,,0
CHAS5700,7BZZP93,Latitude 5520,DEPLOYED,,0
CHAS6272,7CG54B3,Latitude 5520,DEPLOYED,,0
CHAS4991,7CL90R2,Latitude 5500,DEPLOYED,,0
CHAS6662,7CMHPR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6735,7CNSPR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS5131,7DC8633,Latitude 5500,DEPLOYED,,0
CHAS4867,7DD15Z2,OptiPlex 7460 AIO,DEPLOYED,,0
CHAS5816,7DFZR73,Latitude 5510,DEPLOYED,,0
CHAS5237,7DSQW33,Latitude 5500,DEPLOYED,,0
CHAS5386,7F0Q253,Latitude 5500,DEPLOYED,,0
CHAS6991,7FC88S3,Latitude 5530,DEPLOYED,,0
CHAS5660,7FP7Z93,Latitude 5520,DEPLOYED,,0
CHAS6551,7FZSKQ3,OptiPlex 5090,DEPLOYED,,0
CHAS6860,7G9S6S3,Latitude 5530,DEPLOYED,,0
CHAS6989,7GC88S3,Latitude 5530,DEPLOYED,,0
CHAS5113,7GTC633,Latitude 5500,DEPLOYED,,0
CHAS5440,7GYM163,Latitude 5510,DEPLOYED,,0
CHAS6840,7H0FYS3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS5962,7H27BG3,Latitude 5520,DEPLOYED,,0
CHAS6100,7H4FBK3,Precision 5560,DEPLOYED,,0
CHAS6922,7H9S6S3,Latitude 5530,DEPLOYED,,0
CHAS7130,7HYSGS3,Latitude 5530,DEPLOYED,,0
CHAS5993,7J27BG3,Latitude 5520,DEPLOYED,,0
CHAS7158,7J5M5S3,OptiPlex 5090,DEPLOYED,,0
CHAS6950,7J9S6S3,Latitude 5530,DEPLOYED,,0
CHAS4719,7JR61X2,Latitude 5590,DEPLOYED,,0
CHAS5455,7JVR573,Latitude 5510,DEPLOYED,,0
CHAS6699,7JYGVL3,Latitude 5530,DEPLOYED,,0
CHAS7121,7JYSGS3,Latitude 5530,DEPLOYED,,0
CHAS6697,7K0HVL3,Latitude 5530,DEPLOYED,,0
CHAS5153,7KBLL33,Latitude 5500,DEPLOYED,,0
CHAS7038,7KMKST3,Latitude 7430,DEPLOYED,,0
CHAS6578,7KNCPL3,Latitude 5520,DEPLOYED,,0
CHAS6082,7KXSZB3,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS7124,7KYSGS3,Latitude 5530,DEPLOYED,,0
CHAS6832,7L0HVL3,Latitude 5530,DEPLOYED,,0
CHAS6077,7L1PZB3,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS5194,7L5FN13,Latitude 5500,DEPLOYED,,0
CHAS5239,7L77X33,Latitude 5500,DEPLOYED,,0
CHAS6757,7L98QR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS5906,7LCZ8G3,Latitude 5520,DEPLOYED,,0
CHAS6611,7LNCPL3,Latitude 5520,DEPLOYED,,0
CHAS6162,7M5CZC3,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS6923,7M7S6S3,Latitude 5530,DEPLOYED,,0
CHAS6794,7M98QR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6409,7MBSRG3,Latitude 5520,DEPLOYED,,0
CHAS7205,7MDXHW3,Latitude 7530,DEPLOYED,,0
CHAS6635,7MNCPL3,Latitude 5520,DEPLOYED,,0
CHAS6898,7MNFWL3,Latitude 5530,DEPLOYED,,0
CHAS6429,7MQJWG3,Latitude 5520,DEPLOYED,,0
CHAS4968,7MWNYY2,Latitude 5500,DEPLOYED,,0
CHAS5249,7N4DX33,Latitude 5500,DEPLOYED,,0
CHAS6464,7N6MWG3,Latitude 5520,DEPLOYED,,0
CHAS6754,7ND8QR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6084,7NKV5J3,Precision 5560,DEPLOYED,,0
CHAS6799,7NNFWL3,Latitude 5530,DEPLOYED,,0
CHAS6562,7NQJWG3,Latitude 5520,DEPLOYED,,0
CHAS7206,7NS1JW3,Latitude 7530,DEPLOYED,,0
CHAS5329,7NTF063,Latitude 5510,DEPLOYED,,0
CHAS6876,7P6FYS3,OptiPlex 5000,DEPLOYED,,0
CHAS6760,7PNFWL3,Latitude 5530,DEPLOYED,,0
CHAS5044,7PR4X33,Latitude 5500,DEPLOYED,,0
CHAS5228,7Q0L433,Latitude 7400,DEPLOYED,,0
CHAS5778,7QFSR93,Latitude 5520,DEPLOYED,,0
CHAS6486,7QL3VG3,Latitude 5520,DEPLOYED,,0
CHAS5362,7QTQ453,Latitude 5500,DEPLOYED,,0
CHAS6118,7QV3VG3,Latitude 5520,DEPLOYED,,0
CHAS4862,7QVJ2Z2,Latitude 5500,DEPLOYED,,0
CHAS5356,7R2PK63,Latitude 5510,DEPLOYED,,0
CHAS4883,7R812X2,Latitude 5500,DEPLOYED,,0
CHAS7100,7RKP7V3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS5267,7S5PR33,OptiPlex 7470 AIO,DEPLOYED,,0
CHAS5376,7SFR253,Latitude 5500,DEPLOYED,,0
CHAS7141,7SGWHW3,Latitude 7530,DEPLOYED,,0
CHAS5734,7SXZP93,Latitude 5520,DEPLOYED,,0
CHAS4942,7SYTH03,Precision Tower 3431,DEPLOYED,,0
CHAS4941,7SZJH03,Precision Tower 3431,DEPLOYED,,0
CHAS5649,7T1GZ93,Latitude 5520,DEPLOYED,,0
CHAS5445,7TFR253,Latitude 5500,DEPLOYED,,0
CHAS7196,7TGWHW3,Latitude 7530,DEPLOYED,,0
CHAS4401,7TS8JR2,Latitude 5590,DEPLOYED,,0
CHAS6157,7VBJRG3,Latitude 5520,DEPLOYED,,0
CHAS7162,7WHWMW3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6626,7WPHSL3,Latitude 5520,DEPLOYED,,0
CHAS5266,7X3TZ33,Latitude 5500,DEPLOYED,,0
CHAS6395,7X3VHG3,Latitude 5520,DEPLOYED,,0
CHAS6304,7XB54B3,Latitude 5520,DEPLOYED,,0
CHAS4733,7XR15Y2,Latitude 5590,DEPLOYED,,0
CHAS4963,7XVNYY2,Latitude 5500,DEPLOYED,,0
CHAS5391,7XWP453,Latitude 5500,DEPLOYED,,0
CHAS5028,7Y11M13,Latitude 5500,DEPLOYED,,0
CHAS5949,7Y17BG3,Latitude 5520,DEPLOYED,,0
CHAS7131,7Y3VHG3,Latitude 5520,DEPLOYED,,0
CHAS6647,7YPHSL3,Latitude 5520,DEPLOYED,,0
CHAS5771,7YZZP93,Latitude 5520,DEPLOYED,,0
CHAS5258,7Z15453,Latitude 5500,DEPLOYED,,0
CHAS6561,7Z30VQ3,Precision 5570,DEPLOYED,,0
CHAS6279,7ZGDWM3,OptiPlex 7490 AIO,DEPLOYED,,0
CHAS5010,7ZMSK13,Latitude 5500,DEPLOYED,,0
CHAS5571,7ZV8GB3,Latitude 5510,DEPLOYED,,0
CHAS5161,7ZYKL33,Latitude 5500,DEPLOYED,,0
CHAS6047,8027BG3,Latitude 5520,DEPLOYED,,0
CHAS5250,806YW33,Latitude 5500,DEPLOYED,,0
CHAS5987,80DK3L3,OptiPlex 7490 AIO,DEPLOYED,,0
CHAS5284,80HS453,Latitude 5500,DEPLOYED,,0
CHAS5147,810M433,Latitude 5500,DEPLOYED,,0
CHAS5918,8127BG3,Latitude 5520,DEPLOYED,,0
CHAS6073,815YGG3,Latitude 5520,DEPLOYED,,0
CHAS6296,81LB9G3,Latitude 5520,DEPLOYED,,0
CHAS5614,81N5Y93,Latitude 5520,DEPLOYED,,0
CHAS5847,82B54B3,Latitude 5520,DEPLOYED,,0
CHAS6947,83FQTT3,Latitude 7430,DEPLOYED,,0
CHAS5081,83MHP13,Latitude 5500,DEPLOYED,,0
CHAS5162,83ZKL33,Latitude 5500,DEPLOYED,,0
CHAS6028,841M3J3,Latitude 7420,DEPLOYED,,0
CHAS5180,845Y433,Latitude 5500,DEPLOYED,,0
CHAS5472,848R253,Latitude 5500,DEPLOYED,,0
CHAS6156,84C6RG3,Latitude 5520,DEPLOYED,,0
CHAS6253,85LBHG3,Latitude 5520,DEPLOYED,,0
CHAS5335,85Y9K63,Precision 5540,DEPLOYED,,0
CHAS6512,865YMG3,Latitude 5520,DEPLOYED,,0
CHAS4631,86KHNV2,Latitude 7490,DEPLOYED,,0
CHAS4846,86L30Z2,Latitude 5590,DEPLOYED,,0
CHAS6310,86LBHG3,Latitude 5520,DEPLOYED,,0
CHAS7140,8742JW3,Latitude 7530,DEPLOYED,,0
CHAS6135,87JZ2L3,OptiPlex 5090,DEPLOYED,,0
CHAS5277,87MR253,Latitude 5500,DEPLOYED,,0
CHAS5278,882R253,Latitude 5500,DEPLOYED,,0
CHAS6787,88NFWL3,Latitude 5530,DEPLOYED,,0
CHAS5839,88ZZP93,Latitude 5520,DEPLOYED,,0
CHAS6153,89MQRG3,Latitude 5520,DEPLOYED,,0
CHAS5828,8BZZP93,Latitude 5520,DEPLOYED,,0
CHAS6270,8CG54B3,Latitude 5520,DEPLOYED,,0
CHAS6372,8CH02N3,OptiPlex 5090,DEPLOYED,,0
CHAS6660,8CMHPR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6742,8CNSPR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS4884,8D8F1X2,Latitude 5500,DEPLOYED,,0
CHAS5744,8DDSR93,Latitude 5520,DEPLOYED,,0
CHAS4718,8DGB1X2,Latitude 5590,DEPLOYED,,0
CHAS4998,8DJ83X2,Latitude 7400,DEPLOYED,,0
CHAS7001,8FC88S3,Latitude 5530,DEPLOYED,,0
CHAS5656,8FP7Z93,Latitude 5520,DEPLOYED,,0
CHAS6549,8FZSKQ3,OptiPlex 5090,DEPLOYED,,0
CHAS5201,8G1LL33,Latitude 5500,DEPLOYED,,0
CHAS6559,8G1YSQ3,Precision 5570,DEPLOYED,,0
CHAS5396,8G3R573,Latitude 5510,DEPLOYED,,0
CHAS4325,8G7MQQ2,Latitude 5590,DEPLOYED,,0
CHAS6961,8G9S6S3,Latitude 5530,DEPLOYED,,0
CHAS6139,8H27BG3,Latitude 5520,DEPLOYED,,0
CHAS6945,8H9S6S3,Latitude 5530,DEPLOYED,,0
CHAS4768,8HHMPX2,Precision Tower 3430,DEPLOYED,,0
CHAS4774,8HJCPX2,Precision Tower 3430,DEPLOYED,,0
CHAS4769,8HJDPX2,Precision Tower 3430,DEPLOYED,,0
CHAS5578,8HVGG63,Latitude 5520,DEPLOYED,,0
CHAS7108,8HYSGS3,Latitude 5530,DEPLOYED,,0
CHAS5225,8J0Q533,Latitude 7400,DEPLOYED,,0
CHAS5960,8J27BG3,Latitude 5520,DEPLOYED,,0
CHAS6481,8J3PWP3,OptiPlex 7490 AIO,DEPLOYED,,0
CHAS6969,8J5M5S3,OptiPlex 5090,DEPLOYED,,0
CHAS6943,8J9S6S3,Latitude 5530,DEPLOYED,,0
CHAS4992,8JL92R2,Latitude 5500,DEPLOYED,,0
CHAS7122,8JYSGS3,Latitude 5530,DEPLOYED,,0
CHAS6809,8K0HVL3,Latitude 5530,DEPLOYED,,0
CHAS5030,8KC0M13,Latitude 5500,DEPLOYED,,0
CHAS6632,8KNCPL3,Latitude 5520,DEPLOYED,,0
CHAS5876,8KZJ5B3,Latitude 5520,DEPLOYED,,0
CHAS6803,8L0HVL3,Latitude 5530,DEPLOYED,,0
CHAS6792,8L98QR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS5976,8LBSRG3,Latitude 5520,DEPLOYED,,0
CHAS6613,8LNCPL3,Latitude 5520,DEPLOYED,,0
CHAS5416,8LYS573,Latitude 5510,DEPLOYED,,0
CHAS6709,8M0HVL3,Latitude 5530,DEPLOYED,,0
CHAS5210,8M3YK33,Latitude 5500,DEPLOYED,,0
CHAS6954,8M7S6S3,Latitude 5530,DEPLOYED,,0
CHAS6791,8M98QR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS6415,8MBSRG3,Latitude 5520,DEPLOYED,,0
CHAS5000,8MDDP13,XPS 13 7390,DEPLOYED,,0
CHAS5664,8MFHX93,Latitude 5520,DEPLOYED,,0
CHAS6612,8MNCPL3,Latitude 5520,DEPLOYED,,0
CHAS6885,8MNFWL3,Latitude 5530,DEPLOYED,,0
CHAS6437,8MQJWG3,Latitude 5520,DEPLOYED,,0
CHAS6545,8N6MWG3,Latitude 5520,DEPLOYED,,0
CHAS6511,8N7YMG3,Latitude 5520,DEPLOYED,,0
CHAS6793,8ND8QR3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS7045,8NH1HS3,Latitude 5530,DEPLOYED,,0
CHAS5214,8NJW533,Latitude 5500,DEPLOYED,,0
CHAS6845,8NNFWL3,Latitude 5530,DEPLOYED,,0
CHAS6436,8NQJWG3,Latitude 5520,DEPLOYED,,0
CHAS6801,8NV36S3,OptiPlex 5000,DEPLOYED,,0
CHAS5813,8NXRYD3,Precision 5550,DEPLOYED,,0
CHAS6889,8P6FYS3,OptiPlex 5000,DEPLOYED,,0
CHAS6425,8PL3VG3,Latitude 5520,DEPLOYED,,0
CHAS6808,8PNFWL3,Latitude 5530,DEPLOYED,,0
CHAS5415,8PNR573,Latitude 5510,DEPLOYED,,0
CHAS5549,8PQN253,Latitude 5500,DEPLOYED,,0
CHAS6219,8PV3VG3,Latitude 5520,DEPLOYED,,0
CHAS5626,8QFR253,Latitude 5500,DEPLOYED,,0
CHAS5788,8QFSR93,Latitude 5520,DEPLOYED,,0
CHAS4929,8QKQXY2,Latitude 5500,DEPLOYED,,0
CHAS6451,8QL3VG3,Latitude 5520,DEPLOYED,,0
CHAS6497,8QV3VG3,Latitude 5520,DEPLOYED,,0
CHAS5011,8R7SK13,Latitude 5500,DEPLOYED,,0
CHAS5367,8RFVQ53,Precision Tower 3431,DEPLOYED,,0
CHAS5368,8RGKQ53,Precision Tower 3431,DEPLOYED,,0
CHAS5366,8RGLQ53,Precision Tower 3431,DEPLOYED,,0
CHAS5365,8RGMQ53,Precision Tower 3431,DEPLOYED,,0
CHAS5370,8RGNQ53,Precision Tower 3431,DEPLOYED,,0
CHAS5364,8RGPQ53,Precision Tower 3431,DEPLOYED,,0
CHAS4694,8RK0ZW2,Latitude 5590,DEPLOYED,,0
CHAS7103,8RKP7V3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS5639,8SLZR73,Latitude 5510,DEPLOYED,,0
CHAS6400,8SRK6M3,XPS 13 9310,DEPLOYED,,0
CHAS5735,8SXZP93,Latitude 5520,DEPLOYED,,0
CHAS6044,8T4YGG3,Latitude 5520,DEPLOYED,,0
CHAS7041,8T5F3L3,OptiPlex 7490 AIO,DEPLOYED,,0
CHAS4967,8TVNYY2,Latitude 5500,DEPLOYED,,0
CHAS6652,8VPHSL3,Latitude 5520,DEPLOYED,,0
CHAS4888,8VRHBZ2,OptiPlex 7460 AIO,DEPLOYED,,0
CHAS4567,8W8QJR2,Latitude 5590,DEPLOYED,,0
CHAS7180,8WHWMW3,OptiPlex 7400 AIO,DEPLOYED,,0
CHAS5781,8WLZR73,Latitude 5510,DEPLOYED,,0
CHAS5042,8WP4Z23,OptiPlex 7470 AIO,DEPLOYED,,0
CHAS6627,8WPHSL3,Latitude 5520,DEPLOYED,,0
CHAS6359,8X3VHG3,Latitude 5520,DEPLOYED,,0
CHAS5577,8X7ZFB3,Precision 5550,DEPLOYED,,0
CHAS6302,8XB54B3,Latitude 5520,DEPLOYED,,0
CHAS5899,8XKB9G3,Latitude 5520,DEPLOYED,,0
CHAS7210,8XMWHW3,Latitude 7530,DEPLOYED,,0
CHAS6630,8XPHSL3,Latitude 5520,DEPLOYED,,0
CHAS5151,8XS6T13,OptiPlex 7070,DEPLOYED,,0
CHAS5152,8XT9T13,OptiPlex 7070,DEPLOYED,,0
CHAS5186,8XV9T13,OptiPlex 7070,DEPLOYED,,0
CHAS5148,8XW3T13,OptiPlex 7070,DEPLOYED,,0
CHAS5149,8XX2T13,OptiPlex 7070,DEPLOYED,,0
CHAS6309,8Y17BG3,Latitude 5520,DEPLOYED,,0
CHAS6394,8Y3VHG3,Latitude 5520,DEPLOYED,,0
CHAS5506,8Y40S73,Latitude 5510,DEPLOYED,,0
CHAS6222,8YZZP93,Latitude 5520,DEPLOYED,,0
CHAS6060,8Z17BG3,Latitude 5520,DEPLOYED,,0
CHAS6039,8Z4YGG3,Latitude 5520,DEPLOYED,,0
CHAS5191,8Z7FN13,Latitude 5500,DEPLOYED,,0
CHAS6277,8ZGDWM3,OptiPlex 7490 AIO,DEPLOYED,,0
CHAS7179,8ZMX4X3,Precision 5570,DEPLOYED,,0
CHAS5473,8ZSR253,Latitude 5500,DEPLOYED,,0
CHAS7156,8ZVD7S3,Latitude 5530,DEPLOYED,,0
CHAS6020,9027BG3,Latitude 5520,DEPLOYED,,0
CHAS5667,90CZ0B3,Latitude 5520,DEPLOYED,,0
CHAS5990,90DK3L3,OptiPlex 7490 AIO,DEPLOYED,,0
CHAS5641,90MZR73,Latitude 5510,DEPLOYED,,0
CHAS5999,9127BG3,Latitude 5520,DEPLOYED,,0
CHAS6285,915YGG3,Latitude 5520,DEPLOYED,,0
CHAS5811,919SYD3,Precision 5550,DEPLOYED,,0
CHAS5996,91LB9G3,Latitude 5520,DEPLOYED,,0
CHAS5037,92FHP13,Latitude 5500,DEPLOYED,,0
CHAS6326,934X4M3,Latitude 7320 Detachable,DEPLOYED,,0
CHAS5390,938R253,Latitude 5500,DEPLOYED,,0
CHAS5528,94BMM83,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS6909,94V53T3,Precision 5570,DEPLOYED,,0
CHAS7047,94VG4W3,Precision 5570,DEPLOYED,,0
CHAS6334,95LBHG3,Latitude 5520,DEPLOYED,,0
CHAS5632,95LSZB3,OptiPlex 7480 AIO,DEPLOYED,,0
CHAS5165,95T3L33,Latitude 5500,DEPLOYED,,0
