Asset Name,Serial Number,Model
CHAS6166,56BYZB3,OptiPlex 7480 AIO
CHAS6167,26LBHG3,Latitude 5520
CHAS6168,76LBHG3,Latitude 5520
CHAS6169,5ZTSYD3,Precision 5550
CHAS6170,6YJ86M3,XPS 13 9310
CHAS6171,D0K86M3,XPS 13 9310
CHAS6171.chas.local,,
CHAS6171.chas.local,,
CHAS6171.chas.local,,
CHAS6171.chas.local,,
CHAS6171.chas.local,,
CHAS6172,55JZ2L3,OptiPlex 5090
CHAS6173,F4JZ2L3,OptiPlex 5090
CHAS6174,15JZ2L3,OptiPlex 5090
CHAS6175,G4JZ2L3,OptiPlex 5090
CHAS6176,35JZ2L3,OptiPlex 5090
CHAS6177,G1LB9G3,Latitude 5520
CHAS6178,FX3VHG3,Latitude 5520
CHAS6179,FG27BG3,Latitude 5520
CHAS6180,55LBHG3,Latitude 5520
CHAS6217,CV4YGG3,Latitude 5520
CHAS6218,36LBHG3,Latitude 5520
CHAS6219,8PV3VG3,Latitude 5520
CHAS6222,8YZZP93,Latitude 5520
CHAS6224,FLBSRG3,Latitude 5520
CHAS6225,6Y3VHG3,Latitude 5520
CHAS6226,5MBSRG3,Latitude 5520
CHAS6228,JH27BG3,Latitude 5520
CHAS6229,96MR253,Latitude 5500
CHAS6230,3027BG3,Latitude 5520
CHAS6231,F6LBHG3,Latitude 5520
CHAS6232,41LB9G3,Latitude 5520
CHAS6233,FT4YGG3,Latitude 5520
CHAS6234,F0L90R2,Latitude 5500
CHAS6234,,
CHAS6238,BMSYHG3,Latitude 5520
CHAS6253,85LBHG3,Latitude 5520
CHAS6254,D6LBHG3,Latitude 5520
CHAS6255,,
CHAS6256,,
CHAS6257,,Latitude
CHAS6258,76072G3,OptiPlex 7780 AIO
CHAS6259,76062G3,OptiPlex 7780 AIO
CHAS6260,3QZ5KG3,XPS 17 9710
CHAS6261,BQZ5KG3,XPS 17 9710
CHAS6261,,
CHAS6261.chas.local,,
CHAS6262,96LBHG3,Latitude 5520
CHAS6263,H4JZ2L3,OptiPlex 5090
CHAS6264,6CG54B3,Latitude 5520
CHAS6265,4CG54B3,Latitude 5520
CHAS6265.chas.local,,
CHAS6266,9CG54B3,Latitude 5520
CHAS6267,FCG54B3,Latitude 5520
CHAS6268,9BG54B3,Latitude 5520
CHAS6270,8CG54B3,Latitude 5520
CHAS6271,DBG54B3,Latitude 5520
CHAS6272,7CG54B3,Latitude 5520
CHAS6272.chas.local,,
CHAS6273,GCG54B3,Latitude 5520
CHAS6274,JBG54B3,Latitude 5520
CHAS6275,BCG54B3,Latitude 5520
CHAS6276,BYCDWM3,OptiPlex 7490 AIO
CHAS6277,8ZGDWM3,OptiPlex 7490 AIO
CHAS6278,9YCDWM3,OptiPlex 7490 AIO
CHAS6279,7ZGDWM3,OptiPlex 7490 AIO
CHAS6280,75JZ2L3,OptiPlex 5090
CHAS6281,2F8MJM3,OptiPlex 7090
CHAS6282,FD8MJM3,OptiPlex 7090
CHAS6283,GW4YGG3,Latitude 5520
CHAS6284,J05YGG3,Latitude 5520
CHAS6284.chas.local,,
CHAS6285,915YGG3,Latitude 5520
CHAS6286,F1VZ2M3,Precision 5560
CHAS6286,,
CHAS6286,,
CHAS6286.chas.local,,
CHAS6286.chas.local,,
CHAS6287,2WF54B3,Latitude 5520
CHAS6288,BV4YGG3,Latitude 5520
CHAS6289,5XB54B3,Latitude 5520
CHAS6290,FD27BG3,Latitude 5520
CHAS6290.chas.local,,
CHAS6290.chas.local,,
CHAS6291,105YGG3,Latitude 5520
CHAS6292,F1F54B3,Latitude 5520
CHAS6293,JJD54B3,Latitude 5520
CHAS6294,DCG54B3,Latitude 5520
CHAS6294.chas.local,,
CHAS6295,FH27BG3,Latitude 5520
CHAS6296,81LB9G3,Latitude 5520
CHAS6297,5CG54B3,Latitude 5520
CHAS6298,BMG54B3,Latitude 5520
CHAS6298.chas.local,,
CHAS6299,BBG54B3,Latitude 5520
CHAS6300,2027BG3,Latitude 5520
CHAS6301,3CG54B3,Latitude 5520
CHAS6301.chas.local,,
CHAS6302,8XB54B3,Latitude 5520
CHAS6303,DZ4YGG3,Latitude 5520
CHAS6304,7XB54B3,Latitude 5520
CHAS6305,F1LB9G3,Latitude 5520
CHAS6306,2F1B7M3,XPS 15 9510
CHAS6307,1BMP6M3,Precision 5560
CHAS6308,H1LB9G3,Latitude 5520
CHAS6309,8Y17BG3,Latitude 5520
CHAS6310,86LBHG3,Latitude 5520
CHAS6311,GZ4YGG3,Latitude 5520
CHAS6324,,
CHAS6324,JFDR4M3,Latitude 7320 Detachable
CHAS6326,934X4M3,Latitude 7320 Detachable
CHAS6327,59696M3,Latitude 7320 Detachable
CHAS6328,56LBHG3,Latitude 5520
CHAS6329,G5LBHG3,Latitude 5520
CHAS6330,2TCDHG3,Latitude 5520
CHAS6331,B6LBHG3,Latitude 5520
CHAS6332,J5LBHG3,Latitude 5520
CHAS6333,75LBHG3,Latitude 5520
CHAS6334,95LBHG3,Latitude 5520
CHAS6335,D5LBHG3,Latitude 5520
CHAS6336,C6LBHG3,Latitude 5520
CHAS6336.chas.local,,
CHAS6338,46LBHG3,Latitude 5520
CHAS6339,18HDHG3,Latitude 5520
CHAS6340,C5LBHG3,Latitude 5520
CHAS6341,J7HDHG3,Latitude 5520
CHAS6342,126VHG3,Latitude 5520
CHAS6343,1TCDHG3,Latitude 5520
CHAS6344,B5LBHG3,Latitude 5520
CHAS6345,66LBHG3,Latitude 5520
CHAS6346,3TCDHG3,Latitude 5520
CHAS6347,CP5VHG3,Latitude 5520
CHAS6348,4TCDHG3,Latitude 5520
CHAS6350,65LBHG3,Latitude 5520
CHAS6351,CY3VHG3,Latitude 5520
CHAS6351.chas.local,,
CHAS6351.chas.local,,
CHAS6352,H0FQ1N3,OptiPlex 5090
CHAS6353,G0FQ1N3,OptiPlex 5090
CHAS6354,4Y3VHG3,Latitude 5520
CHAS6355,5X3VHG3,Latitude 5520
CHAS6356,2Y3VHG3,Latitude 5520
CHAS6356.chas.local,,
CHAS6357,HX3VHG3,Latitude 5520
CHAS6358,DY3VHG3,Latitude 5520
CHAS6359,8X3VHG3,Latitude 5520
CHAS6360,BX3VHG3,Latitude 5520
CHAS6360.chas.local,,
CHAS6361,9Y3VHG3,Latitude 5520
CHAS6362,6X3VHG3,Latitude 5520
CHAS6363,JK3VHG3,Latitude 5520
CHAS6364,JCH02N3,OptiPlex 5090
CHAS6366,GCH02N3,OptiPlex 5090
CHAS6367,1DH02N3,OptiPlex 5090
CHAS6368,HCH02N3,OptiPlex 5090
CHAS6369,BCH02N3,OptiPlex 5090
CHAS6370,FCH02N3,OptiPlex 5090
CHAS6371,9CH02N3,OptiPlex 5090
CHAS6372,8CH02N3,OptiPlex 5090
CHAS6373,DCH02N3,OptiPlex 5090
CHAS6374,DMSYHG3,Latitude 5520
CHAS6375,3MBSRG3,Latitude 5520
CHAS6376,9MSYHG3,Latitude 5520
CHAS6377,32CJRG3,Latitude 5520
CHAS6379,CMSYHG3,Latitude 5520
CHAS6380,BY3VHG3,Latitude 5520
CHAS6380.chas.local,,
CHAS6380.chas.local,,
CHAS6381,CX3VHG3,Latitude 5520
CHAS6382,3Y3VHG3,Latitude 5520
CHAS6382.chas.local,,
CHAS6383,9X3VHG3,Latitude 5520
CHAS6384,JX3VHG3,Latitude 5520
CHAS6385,HLBSRG3,Latitude 5520
CHAS6386,D4CJRG3,Latitude 5520
CHAS6386.chas.local,,
CHAS6386.chas.local,,
CHAS6387,1Y3VHG3,Latitude 5520
CHAS6388,42CJRG3,Latitude 5520
CHAS6389,6MBSRG3,Latitude 5520
CHAS6390,2MBSRG3,Latitude 5520
CHAS6391,BMBSRG3,Latitude 5520
CHAS6392,HMBSRG3,Latitude 5520
CHAS6393,9LBSRG3,Latitude 5520
CHAS6394,8Y3VHG3,Latitude 5520
CHAS6395,7X3VHG3,Latitude 5520
CHAS6396,HK3VHG3,Latitude 5520
CHAS6397,CMBSRG3,Latitude 5520
CHAS6398,GX3VHG3,Latitude 5520
CHAS6399,F2WPTG3,Latitude 5520
CHAS6400,8SRK6M3,XPS 13 9310
CHAS6400.chas.local,,
CHAS6401,D2WPTG3,Latitude 5520
CHAS6402,1MBSRG3,Latitude 5520
CHAS6403,H2WPTG3,Latitude 5520
CHAS6404,4RZQTG3,Latitude 5520
CHAS6405,FQZQTG3,Latitude 5520
CHAS6406,HQZQTG3,Latitude 5520
CHAS6407,DQZQTG3,Latitude 5520
CHAS6409,7MBSRG3,Latitude 5520
CHAS6410,DMBSRG3,Latitude 5520
CHAS6411,C9YQTG3,Latitude 5520
CHAS6412,3PVPTG3,Latitude 5520
CHAS6413,3RZQTG3,Latitude 5520
CHAS6414,G2WPTG3,Latitude 5520
CHAS6415,8MBSRG3,Latitude 5520
CHAS6416,410RTG3,Latitude 5520
CHAS6417,3MWPTG3,Latitude 5520
CHAS6418,2RZQTG3,Latitude 5520
CHAS6419,G9YQTG3,Latitude 5520
CHAS6420,,
CHAS6421,5PVPTG3,Latitude 5520
CHAS6422,,
CHAS6422,B2WPTG3,Latitude 5520
CHAS6423,4PVPTG3,Latitude 5520
CHAS6423.chas.local,,
CHAS6424,,
CHAS6424.chas.local,,
CHAS6425,8PL3VG3,Latitude 5520
CHAS6426,DPL3VG3,Latitude 5520
CHAS6427,JMQJWG3,Latitude 5520
CHAS6428,DQL3VG3,Latitude 5520
CHAS6429,7MQJWG3,Latitude 5520
CHAS6430,3NQJWG3,Latitude 5520
CHAS6431,JQL3VG3,Latitude 5520
CHAS6432,4NQJWG3,Latitude 5520
CHAS6433,BPL3VG3,Latitude 5520
CHAS6434,4QL3VG3,Latitude 5520
CHAS6435,2MQJWG3,Latitude 5520
CHAS6436,8NQJWG3,Latitude 5520
CHAS6437,8MQJWG3,Latitude 5520
CHAS6438,BNQJWG3,Latitude 5520
CHAS6440,5NQJWG3,Latitude 5520
CHAS6441,DWGMLN3,Precision 5560
CHAS6441,,
CHAS6442,GQL3VG3,Latitude 5520
CHAS6443,9QL3VG3,Latitude 5520
CHAS6444,CQL3VG3,Latitude 5520
CHAS6445,2QL3VG3,Latitude 5520
CHAS6447,2NQJWG3,Latitude 5520
CHAS6448,6NQJWG3,Latitude 5520
CHAS6449,FQL3VG3,Latitude 5520
CHAS6449.chas.local,,
CHAS6450,6QL3VG3,Latitude 5520
CHAS6451,8QL3VG3,Latitude 5520
CHAS6452,HQL3VG3,Latitude 5520
CHAS6453,HPL3VG3,Latitude 5520
CHAS6454,JPL3VG3,Latitude 5520
CHAS6455,FPL3VG3,Latitude 5520
CHAS6456,CPL3VG3,Latitude 5520
CHAS6457,DJ3PWP3,OptiPlex 7490 AIO
CHAS6458,CJ3PWP3,OptiPlex 7490 AIO
CHAS6459,BJ3PWP3,OptiPlex 7490 AIO
CHAS6460,DN6PWP3,OptiPlex 7490 AIO
CHAS6461,FN6PWP3,OptiPlex 7490 AIO
CHAS6462,FMQJWG3,Latitude 5520
CHAS6463,GMQJWG3,Latitude 5520
CHAS6464,7N6MWG3,Latitude 5520
CHAS6465,6N6MWG3,Latitude 5520
CHAS6466,HMQJWG3,Latitude 5520
CHAS6467,DMQJWG3,Latitude 5520
CHAS6468,BMQJWG3,Latitude 5520
CHAS6469,5MQJWG3,Latitude 5520
CHAS6469.chas.local,,
CHAS6469.chas.local,,
CHAS6470,5HWHMN3,Precision 5560
CHAS6471,9MQJWG3,Latitude 5520
CHAS6472,CMQJWG3,Latitude 5520
CHAS6473,1RZQTG3,Latitude 5520
CHAS6474,JQZQTG3,Latitude 5520
CHAS6475,BPV3VG3,Latitude 5520
CHAS6476,5RZQTG3,Latitude 5520
CHAS6477,J9P4VG3,Latitude 5520
CHAS6478,3GJCTG3,Latitude 5520
CHAS6478.chas.local,,
CHAS6479,21RCML3,Latitude 5520
CHAS6480,G45ZMN3,Precision 5560
CHAS6481,8J3PWP3,OptiPlex 7490 AIO
CHAS6482,CN6PWP3,OptiPlex 7490 AIO
CHAS6483,9J3PWP3,OptiPlex 7490 AIO
CHAS6484,B15YGG3,Latitude 5520
CHAS6485,GMD4NL3,Latitude 5530
CHAS6486,7QL3VG3,Latitude 5520
CHAS6487,9PL3VG3,Latitude 5520
CHAS6488,BQL3VG3,Latitude 5520
CHAS6489,J9YQTG3,Latitude 5520
CHAS6489.chas.local,,
CHAS6490,45R4VG3,Latitude 5520
CHAS6490.chas.local,,
CHAS6491,5QL3VG3,Latitude 5520
CHAS6492,H9P4VG3,Latitude 5520
CHAS6493,3QL3VG3,Latitude 5520
CHAS6494,C2WPTG3,Latitude 5520
CHAS6494.chas.local,,
CHAS6495,4GJCTG3,Latitude 5520
CHAS6496,DPV3VG3,Latitude 5520
CHAS6497,8QV3VG3,Latitude 5520
CHAS6498,4JGCKN3,Latitude 7420
CHAS6499,JBX53Q3,OptiPlex 7090
CHAS6501,H15PKN3,Latitude 7430
CHAS6502,5PQNKN3,Latitude 7430
CHAS6502.chas.local,,
CHAS6502.chas.local,,
CHAS6502.chas.local,,
CHAS6503,,
CHAS6504,GPL3VG3,Latitude 5520
CHAS6505,4RQZCL3,Latitude 5520
CHAS6506,3RQZCL3,Latitude 5520
CHAS6507,1RQZCL3,Latitude 5520
CHAS6508,GR66CL3,Latitude 5520
CHAS6509,HR66CL3,Latitude 5520
CHAS6509.chas.local,,
CHAS6510,B65YMG3,Latitude 5520
CHAS6511,8N7YMG3,Latitude 5520
CHAS6512,865YMG3,Latitude 5520
CHAS6512.chas.local,,
CHAS6513,765YMG3,Latitude 5520
CHAS6514,6VMGKN3,Latitude 7420
CHAS6514,,
CHAS6514,,
CHAS6515,2RQZCL3,Latitude 5520
CHAS6516,JR66CL3,Latitude 5520
CHAS6517,9N7YMG3,Latitude 5520
CHAS6518,,
CHAS6519,H0SSBL3,Latitude 5520
CHAS6520,9PGK3Q3,OptiPlex 7490 AIO
CHAS6521,CPGK3Q3,OptiPlex 7490 AIO
CHAS6522,FPGK3Q3,OptiPlex 7490 AIO
CHAS6524,DPGK3Q3,OptiPlex 7490 AIO
CHAS6525,BPGK3Q3,OptiPlex 7490 AIO
CHAS6526,G0SSBL3,Latitude 5520
CHAS6527,23TSFK3,Precision 5560
CHAS6528,GZZ7GK3,Latitude 5430
CHAS6529,GN3MGK3,Latitude 7430
CHAS6529.chas.local,,
CHAS6530,1G6KKN3,Latitude 7420
CHAS6531,JHB2KQ3,OptiPlex 7490 AIO
CHAS6532,1JB2KQ3,OptiPlex 7490 AIO
CHAS6533,C07HTQ3,Latitude 7420
CHAS6534,48NSDK3,Latitude 7420
CHAS6535,6CC8RQ3,Latitude 7320 Detachable
CHAS6536,H262SQ3,Latitude 7320 Detachable
CHAS6537,3962SQ3,Latitude 7320 Detachable
CHAS6537.chas.local,,
CHAS6538,HJNCPL3,Latitude 5520
CHAS6538.chas.local,,
CHAS6539,3MQJWG3,Latitude 5520
CHAS6540,GJNCPL3,Latitude 5520
CHAS6541,1NQJWG3,Latitude 5520
CHAS6542,965YMG3,Latitude 5520
CHAS6543,665YMG3,Latitude 5520
CHAS6544,9NQJWG3,Latitude 5520
CHAS6544,,
CHAS6544,,
CHAS6545,8N6MWG3,Latitude 5520
CHAS6546,4N6MWG3,Latitude 5520
CHAS6547,JH78MG3,Latitude 5520
CHAS6548,2FZSKQ3,OptiPlex 5090
CHAS6549,8FZSKQ3,OptiPlex 5090
CHAS6550,9FZSKQ3,OptiPlex 5090
CHAS6551,7FZSKQ3,OptiPlex 5090
CHAS6552,6FZSKQ3,OptiPlex 5090
CHAS6553,5FZSKQ3,OptiPlex 5090
CHAS6554,3FZSKQ3,OptiPlex 5090
CHAS6555,CFZSKQ3,OptiPlex 5090
CHAS6556,BFZSKQ3,OptiPlex 5090
CHAS6557,4FZSKQ3,OptiPlex 5090
CHAS6558,4X3VHG3,Latitude 5520
CHAS6559,8G1YSQ3,Precision 5570
CHAS6560,3Y30VQ3,Precision 5570
CHAS6560.chas.local,,
CHAS6561,,
CHAS6561,7Z30VQ3,Precision 5570
CHAS6561,,
CHAS6562,7NQJWG3,Latitude 5520
CHAS6563,GNQJWG3,Latitude 5520
CHAS6564,JMNCPL3,Latitude 5520
CHAS6565,6MQJWG3,Latitude 5520
CHAS6566,GKNCPL3,Latitude 5520
CHAS6567,CPDQBL3,Latitude 5520
CHAS6568,,Latitude 5520
CHAS6569,1H0ZTQ3,Latitude 7320 Detachable
CHAS6570,5LNCPL3,Latitude 5520
CHAS6571,CKNCPL3,Latitude 5520
CHAS6572,FKNCPL3,Latitude 5520
CHAS6573,CLNCPL3,Latitude 5520
CHAS6574,HKNCPL3,Latitude 5520
CHAS6575,DLNCPL3,Latitude 5520
CHAS6575.chas.local,,
CHAS6576,HMNCPL3,Latitude 5520
CHAS6577,6LNCPL3,Latitude 5520
CHAS6578,7KNCPL3,Latitude 5520
CHAS6579,21SSBL3,Latitude 5520
CHAS6580,41SSBL3,Latitude 5520
CHAS6581,J0SSBL3,Latitude 5520
CHAS6581.chas.local,,
CHAS6582,BKNCPL3,Latitude 5520
CHAS6583,1LNCPL3,Latitude 5520
CHAS6583.chas.local,,
CHAS6584,DKNCPL3,Latitude 5520
CHAS6585,31SSBL3,Latitude 5520
CHAS6586,BLNCPL3,Latitude 5520
CHAS6586.chas.local,,
CHAS6587,5N6MWG3,Latitude 5520
CHAS6588,J6QJWG3,Latitude 5520
CHAS6589,9KNCPL3,Latitude 5520
CHAS6590,JKNCPL3,Latitude 5520
CHAS6591,2NNCPL3,Latitude 5520
CHAS6592,GMNCPL3,Latitude 5520
CHAS6592.chas.local,,
CHAS6593,4JQQ2Q3,OptiPlex 7400 AIO
CHAS6594,BMNCPL3,Latitude 5520
CHAS6595,3LNCPL3,Latitude 5520
CHAS6596,1NNCPL3,Latitude 5520
CHAS6597,DMNCPL3,Latitude 5520
CHAS6597.chas.local,,
CHAS6598,HLNCPL3,Latitude 5520
CHAS6598.chas.local,,
CHAS6599,1MNCPL3,Latitude 5520
CHAS6599.chas.local,,
CHAS6600,CMNCPL3,Latitude 5520
CHAS6601,4LNCPL3,Latitude 5520
CHAS6602,5MNCPL3,Latitude 5520
CHAS6603,2LNCPL3,Latitude 5520
CHAS6604,3NNCPL3,Latitude 5520
CHAS6606,6MNCPL3,Latitude 5520
CHAS6607,4MNCPL3,Latitude 5520
CHAS6607.chas.local,,
CHAS6608,6KNCPL3,Latitude 5520
CHAS6608.chas.local,,
CHAS6608.chas.local,,
CHAS6609,9LNCPL3,Latitude 5520
CHAS6610,GLNCPL3,Latitude 5520
CHAS6611,7LNCPL3,Latitude 5520
CHAS6612,8MNCPL3,Latitude 5520
CHAS6613,8LNCPL3,Latitude 5520
CHAS6614,,MacBook Pro
CHAS6615,,MacBook Pro
CHAS6616,,MacBook Pro
CHAS6616,,
CHAS6616,,
CHAS6616,,
CHAS6617,JMRHSL3,Latitude 5520
CHAS6618,HMRHSL3,Latitude 5520
CHAS6619,CLBSRG3,Latitude 5520
CHAS6620,14W39R3,OptiPlex 7400 AIO
CHAS6621,J3W39R3,OptiPlex 7400 AIO
CHAS6622,G3W39R3,OptiPlex 7400 AIO
CHAS6623,H3W39R3,OptiPlex 7400 AIO
CHAS6624,24W39R3,OptiPlex 7400 AIO
CHAS6625,5XPHSL3,Latitude 5520
CHAS6626,7WPHSL3,Latitude 5520
CHAS6627,8WPHSL3,Latitude 5520
CHAS6629,FVPHSL3,Latitude 5520
CHAS6630,8XPHSL3,Latitude 5520
CHAS6631,CWPHSL3,Latitude 5520
CHAS6631,,
CHAS6631.chas.local,,
CHAS6632,8KNCPL3,Latitude 5520
CHAS6633,FLNCPL3,Latitude 5520
CHAS6634,9MNCPL3,Latitude 5520
CHAS6635,7MNCPL3,Latitude 5520
CHAS6636,2MNCPL3,Latitude 5520
CHAS6636.chas.local,,
CHAS6636.chas.local,,
CHAS6637,5NNCPL3,Latitude 5520
CHAS6638,JLNCPL3,Latitude 5520
CHAS6639,4NNCPL3,Latitude 5520
CHAS6640,1XPHSL3,Latitude 5520
CHAS6640.chas.local,,
CHAS6641,4YPHSL3,Latitude 5520
CHAS6642,9XPHSL3,Latitude 5520
CHAS6642,,
CHAS6643,3YPHSL3,Latitude 5520
CHAS6643.chas.local,,
CHAS6644,6XPHSL3,Latitude 5520
CHAS6645,9VPHSL3,Latitude 5520
CHAS6645.chas.local,,
CHAS6646,6YPHSL3,Latitude 5520
CHAS6647,7YPHSL3,Latitude 5520
CHAS6648,9WPHSL3,Latitude 5520
CHAS6649,2XPHSL3,Latitude 5520
CHAS6650,2WPHSL3,Latitude 5520
CHAS6651,FXPHSL3,Latitude 5520
CHAS6652,8VPHSL3,Latitude 5520
CHAS6653,GXPHSL3,Latitude 5520
CHAS6654,GVPHSL3,Latitude 5520
CHAS6655,6JLB9G3,Latitude 5520
CHAS6656,21LB9G3,Latitude 5520
CHAS6657,5CMHPR3,OptiPlex 7400 AIO
CHAS6658,1CMHPR3,OptiPlex 7400 AIO
CHAS6659,3CMHPR3,OptiPlex 7400 AIO
CHAS6660,8CMHPR3,OptiPlex 7400 AIO
CHAS6661,2CMHPR3,OptiPlex 7400 AIO
CHAS6662,7CMHPR3,OptiPlex 7400 AIO
CHAS6663,6CMHPR3,OptiPlex 7400 AIO
CHAS6664,4CMHPR3,OptiPlex 7400 AIO
CHAS6665,5WPHSL3,Latitude 5520
CHAS6666,4WPHSL3,Latitude 5520
CHAS6667,1YPHSL3,Latitude 5520
CHAS6668,3XPHSL3,Latitude 5520
CHAS6669,HXPHSL3,Latitude 5520
CHAS6670,BWPHSL3,Latitude 5520
CHAS6671,CXPHSL3,Latitude 5520
CHAS6673,BVPHSL3,Latitude 5520
CHAS6674,BXPHSL3,Latitude 5520
CHAS6675,2YPHSL3,Latitude 5520
CHAS6676,DXPHSL3,Latitude 5520
CHAS6679,JWPHSL3,Latitude 5520
CHAS6680,HWPHSL3,Latitude 5520
CHAS6680.chas.local,,
CHAS6681,6WPHSL3,Latitude 5520
CHAS6681.chas.local,,
CHAS6682,JVPHSL3,Latitude 5520
