Asset Name,Serial Number,Model
CHAS6683,4XPHSL3,Latitude 5520
CHAS6684,3WPHSL3,Latitude 5520
CHAS6685,,
CHAS6686,B2PWPR3,OptiPlex 5090
CHAS6687,F2PWPR3,OptiPlex 5090
CHAS6688,G2PWPR3,OptiPlex 5090
CHAS6689,H2PWPR3,OptiPlex 5090
CHAS6690,C2PWPR3,OptiPlex 5090
CHAS6691,D2PWPR3,OptiPlex 5090
CHAS6692,5M0HVL3,Latitude 5530
CHAS6693,5YPHSL3,Latitude 5520
CHAS6695,HVPHSL3,Latitude 5520
CHAS6695.chas.local,,
CHAS6696,DVPHSL3,Latitude 5520
CHAS6696.chas.local,,
CHAS6697,7K0HVL3,Latitude 5530
CHAS6697.chas.local,,
CHAS6698,3L0HVL3,Latitude 5530
CHAS6699,7JYGVL3,Latitude 5530
CHAS6699.chas.local,,
CHAS6700,3JYGVL3,Latitude 5530
CHAS6701,GL0HVL3,Latitude 5530
CHAS6702,4K0HVL3,Latitude 5530
CHAS6702,,
CHAS6703,3K0HVL3,Latitude 5530
CHAS6704,4JYGVL3,Latitude 5530
CHAS6705,6L0HVL3,Latitude 5530
CHAS6706,BK0HVL3,Latitude 5530
CHAS6707,9K0HVL3,Latitude 5530
CHAS6708,JM0HVL3,Latitude 5530
CHAS6709,8M0HVL3,Latitude 5530
CHAS6710,5JYGVL3,Latitude 5530
CHAS6711,GM0HVL3,Latitude 5530
CHAS6712,DK0HVL3,Latitude 5530
CHAS6713,DM0HVL3,Latitude 5530
CHAS6713.chas.local,,
CHAS6714,4L0HVL3,Latitude 5530
CHAS6715,6JYGVL3,Latitude 5530
CHAS6716,BM0HVL3,Latitude 5530
CHAS6717,FK0HVL3,Latitude 5530
CHAS6718,JL0HVL3,Latitude 5530
CHAS6719,9M0HVL3,Latitude 5530
CHAS6720,3GLWKR3,XPS 9315
CHAS6720.chas.local,,
CHAS6721,HCNSPR3,OptiPlex 7400 AIO
CHAS6722,9CNSPR3,OptiPlex 7400 AIO
CHAS6723,FCNSPR3,OptiPlex 7400 AIO
CHAS6724,4CNSPR3,OptiPlex 7400 AIO
CHAS6725,HBNSPR3,OptiPlex 7400 AIO
CHAS6726,2CNSPR3,OptiPlex 7400 AIO
CHAS6727,FBNSPR3,OptiPlex 7400 AIO
CHAS6728,DBNSPR3,OptiPlex 7400 AIO
CHAS6729,1WPHSL3,Latitude 5520
CHAS6730,,
CHAS6731,GCNSPR3,OptiPlex 7400 AIO
CHAS6732,BCNSPR3,OptiPlex 7400 AIO
CHAS6732.chas.local,,
CHAS6733,5CNSPR3,OptiPlex 7400 AIO
CHAS6734,6CNSPR3,OptiPlex 7400 AIO
CHAS6735,7CNSPR3,OptiPlex 7400 AIO
CHAS6736,DCNSPR3,OptiPlex 7400 AIO
CHAS6737,3CNSPR3,OptiPlex 7400 AIO
CHAS6738,JCNSPR3,OptiPlex 7400 AIO
CHAS6739,GBNSPR3,OptiPlex 7400 AIO
CHAS6740,1CNSPR3,OptiPlex 7400 AIO
CHAS6741,JBNSPR3,OptiPlex 7400 AIO
CHAS6742,8CNSPR3,OptiPlex 7400 AIO
CHAS6743,1LWNHR3,Precision 5570
CHAS6744,4TYKHR3,Precision 5570
CHAS6745,BLBSRG3,Latitude 5520
CHAS6746,4J5M5S3,OptiPlex 5090
CHAS6747,CJ5M5S3,OptiPlex 5090
CHAS6748,BJ5M5S3,OptiPlex 5090
CHAS6749,HJ5M5S3,OptiPlex 5090
CHAS6750,6J5M5S3,OptiPlex 5090
CHAS6751,5J5M5S3,OptiPlex 5090
CHAS6752,DJ5M5S3,OptiPlex 5090
CHAS6753,GJ5M5S3,OptiPlex 5090
CHAS6754,7ND8QR3,OptiPlex 7400 AIO
CHAS6755,FL98QR3,OptiPlex 7400 AIO
CHAS6756,DND8QR3,OptiPlex 7400 AIO
CHAS6757,7L98QR3,OptiPlex 7400 AIO
CHAS6758,BM98QR3,OptiPlex 7400 AIO
CHAS6759,GL98QR3,OptiPlex 7400 AIO
CHAS6760,7PNFWL3,Latitude 5530
CHAS6760.chas.local,,
CHAS6761,BND8QR3,OptiPlex 7400 AIO
CHAS6762,JL98QR3,OptiPlex 7400 AIO
CHAS6763,BL98QR3,OptiPlex 7400 AIO
CHAS6764,9L98QR3,OptiPlex 7400 AIO
CHAS6765,6M98QR3,OptiPlex 7400 AIO
CHAS6766,GND8QR3,OptiPlex 7400 AIO
CHAS6768,9ND8QR3,OptiPlex 7400 AIO
CHAS6769,GBG54B3,Latitude 5520
CHAS6770,2M98QR3,OptiPlex 7400 AIO
CHAS6771,4MBR5S3,OptiPlex 7400 AIO
CHAS6772,HL98QR3,OptiPlex 7400 AIO
CHAS6773,FND8QR3,OptiPlex 7400 AIO
CHAS6774,4M98QR3,OptiPlex 7400 AIO
CHAS6775,DMNFWL3,Latitude 5530
CHAS6776,1NNFWL3,Latitude 5530
CHAS6777,BPNFWL3,Latitude 5530
CHAS6778,9M98QR3,OptiPlex 7400 AIO
CHAS6779,CCNSPR3,OptiPlex 7400 AIO
CHAS6780,3M98QR3,OptiPlex 7400 AIO
CHAS6781,3MBR5S3,OptiPlex 7400 AIO
CHAS6782,H8NFWL3,Latitude 5530
CHAS6783,CPNFWL3,Latitude 5530
CHAS6784,BNNFWL3,Latitude 5530
CHAS6785,58NFWL3,Latitude 5530
CHAS6786,F8NFWL3,Latitude 5530
CHAS6787,88NFWL3,Latitude 5530
CHAS6788,3NNFWL3,Latitude 5530
CHAS6789,48NFWL3,Latitude 5530
CHAS6790,CND8QR3,OptiPlex 7400 AIO
CHAS6791,8M98QR3,OptiPlex 7400 AIO
CHAS6792,8L98QR3,OptiPlex 7400 AIO
CHAS6793,8ND8QR3,OptiPlex 7400 AIO
CHAS6794,7M98QR3,OptiPlex 7400 AIO
CHAS6795,FBPZ0T3,Precision 5570
CHAS6796,G8NFWL3,Latitude 5530
CHAS6797,9PNFWL3,Latitude 5530
CHAS6798,2PNFWL3,Latitude 5530
CHAS6798.chas.local,,
CHAS6799,7NNFWL3,Latitude 5530
CHAS6799.chas.local,,
CHAS6800,JNNFWL3,Latitude 5530
CHAS6801,8NV36S3,OptiPlex 5000
CHAS6802,,Latitude 5520
CHAS6803,8L0HVL3,Latitude 5530
CHAS6805,JK0HVL3,Latitude 5530
CHAS6805.chas.local,,
CHAS6806,HM0HVL3,Latitude 5530
CHAS6807,1L0HVL3,Latitude 5530
CHAS6808,8PNFWL3,Latitude 5530
CHAS6809,8K0HVL3,Latitude 5530
CHAS6810,55N36S3,OptiPlex 5000
CHAS6811,45N36S3,OptiPlex 5000
CHAS6813,CK0HVL3,Latitude 5530
CHAS6814,HK0HVL3,Latitude 5530
CHAS6816,B8S36S3,OptiPlex 7400 AIO
CHAS6817,2MBR5S3,OptiPlex 7400 AIO
CHAS6818,5M98QR3,OptiPlex 7400 AIO
CHAS6819,DL0HVL3,Latitude 5530
CHAS6820,1M0HVL3,Latitude 5530
CHAS6821,2K0HVL3,Latitude 5530
CHAS6822,9L0HVL3,Latitude 5530
CHAS6823,5L0HVL3,Latitude 5530
CHAS6824,2L0HVL3,Latitude 5530
CHAS6824.chas.local,,
CHAS6825,4M0HVL3,Latitude 5530
CHAS6825.chas.local,,
CHAS6826,DPNFWL3,Latitude 5530
CHAS6827,CL0HVL3,Latitude 5530
CHAS6828,BL0HVL3,Latitude 5530
CHAS6829,6M0HVL3,Latitude 5530
CHAS6830,CM0HVL3,Latitude 5530
CHAS6831,1N0HVL3,Latitude 5530
CHAS6832,7L0HVL3,Latitude 5530
CHAS6833,5K0HVL3,Latitude 5530
CHAS6834,FL0HVL3,Latitude 5530
CHAS6835,FM0HVL3,Latitude 5530
CHAS6836,HL0HVL3,Latitude 5530
CHAS6837,D8S36S3,OptiPlex 7400 AIO
CHAS6838,5H0FYS3,OptiPlex 7400 AIO
CHAS6839,BH0FYS3,OptiPlex 7400 AIO
CHAS6840,7H0FYS3,OptiPlex 7400 AIO
CHAS6841,CL98QR3,OptiPlex 7400 AIO
CHAS6842,DL98QR3,OptiPlex 7400 AIO
CHAS6844,9MNFWL3,Latitude 5530
CHAS6844.chas.local,,
CHAS6845,8NNFWL3,Latitude 5530
CHAS6846,D8NFWL3,Latitude 5530
CHAS6847,FMNFWL3,Latitude 5530
CHAS6848,GPNFWL3,Latitude 5530
CHAS6849,GMNFWL3,Latitude 5530
CHAS6849,,
CHAS6850,5MNFWL3,Latitude 5530
CHAS6851,HPNFWL3,Latitude 5530
CHAS6852,2NNFWL3,Latitude 5530
CHAS6853,B8NFWL3,Latitude 5530
CHAS6854,FNNFWL3,Latitude 5530
CHAS6855,6NNFWL3,Latitude 5530
CHAS6856,CMNFWL3,Latitude 5530
CHAS6857,9NNFWL3,Latitude 5530
CHAS6858,98NFWL3,Latitude 5530
CHAS6859,6MNFWL3,Latitude 5530
CHAS6860,7G9S6S3,Latitude 5530
CHAS6862,JPNFWL3,Latitude 5530
CHAS6863,C8NFWL3,Latitude 5530
CHAS6864,CH0FYS3,OptiPlex 7400 AIO
CHAS6865,DH0FYS3,OptiPlex 7400 AIO
CHAS6866,C8S36S3,OptiPlex 7400 AIO
CHAS6867,FH0FYS3,OptiPlex 7400 AIO
CHAS6868,9H0FYS3,OptiPlex 7400 AIO
CHAS6869,6H0FYS3,OptiPlex 7400 AIO
CHAS6870,GH0FYS3,OptiPlex 7400 AIO
CHAS6871,4P6FYS3,OptiPlex 5000
CHAS6872,5P6FYS3,OptiPlex 5000
CHAS6873,BP6FYS3,OptiPlex 5000
CHAS6874,9P6FYS3,OptiPlex 5000
CHAS6875,6P6FYS3,OptiPlex 5000
CHAS6876,7P6FYS3,OptiPlex 5000
CHAS6877,FPNFWL3,Latitude 5530
CHAS6878,DNNFWL3,Latitude 5530
CHAS6879,CNNFWL3,Latitude 5530
CHAS6880,2QNFWL3,Latitude 5530
CHAS6882,JMNFWL3,Latitude 5530
CHAS6883,6K0HVL3,Latitude 5530
CHAS6884,78NFWL3,Latitude 5530
CHAS6885,8MNFWL3,Latitude 5530
CHAS6886,HMNFWL3,Latitude 5530
CHAS6887,1J27BG3,Latitude 5520
CHAS6888,3P6FYS3,OptiPlex 5000
CHAS6889,8P6FYS3,OptiPlex 5000
CHAS6890,1PNFWL3,Latitude 5530
CHAS6891,BMNFWL3,Latitude 5530
CHAS6892,HNNFWL3,Latitude 5530
CHAS6893,1QNFWL3,Latitude 5530
CHAS6895,3PNFWL3,Latitude 5530
CHAS6896,3QNFWL3,Latitude 5530
CHAS6897,4MNFWL3,Latitude 5530
CHAS6898,7MNFWL3,Latitude 5530
CHAS6899,4PNFWL3,Latitude 5530
CHAS6900,4NNFWL3,Latitude 5530
CHAS6901,GNNFWL3,Latitude 5530
CHAS6902,4HKX1T3,Precision 5570
CHAS6903,B0DX1T3,Precision 5570
CHAS6904,345X2T3,Precision 5570
CHAS6904.chas.local,,
CHAS6905,5YCX1T3,Precision 5570
CHAS6905.chas.local,,
CHAS6906,DG6X1T3,Precision 5570
CHAS6907,HYCX1T3,Precision 5570
CHAS6907.chas.local,,
CHAS6908,F0X1BS3,Latitude 5520
CHAS6909,94V53T3,Precision 5570
CHAS6910,H3V53T3,Precision 5570
CHAS6910.chas.local,,
CHAS6911,43V53T3,Precision 5570
CHAS6911,,
CHAS6912,6M7S6S3,Latitude 5530
CHAS6913,3M7S6S3,Latitude 5530
CHAS6914,4J9S6S3,Latitude 5530
CHAS6915,3J9S6S3,Latitude 5530
CHAS6916,CG9S6S3,Latitude 5530
CHAS6917,DG9S6S3,Latitude 5530
CHAS6918,9H9S6S3,Latitude 5530
CHAS6919,1J9S6S3,Latitude 5530
CHAS6920,6H9S6S3,Latitude 5530
CHAS6921,2H9S6S3,Latitude 5530
CHAS6922,7H9S6S3,Latitude 5530
CHAS6923,7M7S6S3,Latitude 5530
CHAS6924,JG9S6S3,Latitude 5530
CHAS6926,CH9S6S3,Latitude 5530
CHAS6927,5H9S6S3,Latitude 5530
CHAS6928,1K9S6S3,Latitude 5530
CHAS6929,JL7S6S3,Latitude 5530
CHAS6930,FL7S6S3,Latitude 5530
CHAS6931,4H9S6S3,Latitude 5530
CHAS6932,5G9S6S3,Latitude 5530
CHAS6933,2G9S6S3,Latitude 5530
CHAS6934,DJ9S6S3,Latitude 5530
CHAS6935,BG9S6S3,Latitude 5530
CHAS6936,6G9S6S3,Latitude 5530
CHAS6937,1H9S6S3,Latitude 5530
CHAS6938,HG9S6S3,Latitude 5530
CHAS6940,CJ9S6S3,Latitude 5530
CHAS6941,9G9S6S3,Latitude 5530
CHAS6942,4G9S6S3,Latitude 5530
CHAS6943,8J9S6S3,Latitude 5530
CHAS6943.chas.local,,
CHAS6944,HJ9S6S3,Latitude 5530
CHAS6945,,
CHAS6945,8H9S6S3,Latitude 5530
CHAS6945.chas.local,,
CHAS6946,BH9S6S3,Latitude 5530
CHAS6947,83FQTT3,Latitude 7430
CHAS6948,760DYS3,OptiPlex 5000
CHAS6949,FG9S6S3,Latitude 5530
CHAS6950,7J9S6S3,Latitude 5530
CHAS6951,5M7S6S3,Latitude 5530
CHAS6952,1M7S6S3,Latitude 5530
CHAS6953,BM7S6S3,Latitude 5530
CHAS6953.chas.local,,
CHAS6954,8M7S6S3,Latitude 5530
CHAS6954.chas.local,,
CHAS6956,4M7S6S3,Latitude 5530
CHAS6957,2J9S6S3,Latitude 5530
CHAS6958,DH9S6S3,Latitude 5530
CHAS6959,3H9S6S3,Latitude 5530
CHAS6960,GH9S6S3,Latitude 5530
CHAS6961,8G9S6S3,Latitude 5530
CHAS6962,FJ9S6S3,Latitude 5530
CHAS6963,GJ9S6S3,Latitude 5530
CHAS6963.chas.local,,
CHAS6964,1QPH5S3,OptiPlex 7090
CHAS6965,JPPH5S3,OptiPlex 7090
CHAS6966,3QPH5S3,OptiPlex 7090
CHAS6967,D35TTT3,Precision 5570
CHAS6967.chas.local,,
CHAS6968,42D6VT3,Precision 5570
CHAS6969,8J5M5S3,OptiPlex 5090
CHAS6970,2J5M5S3,OptiPlex 5090
CHAS6971,FJ5M5S3,OptiPlex 5090
CHAS6972,2YLTRT3,OptiPlex 7400 AIO
CHAS6973,3YLTRT3,OptiPlex 7400 AIO
CHAS6974,JXLTRT3,OptiPlex 7400 AIO
CHAS6975,H4KQRT3,OptiPlex 5000
CHAS6976,55KQRT3,OptiPlex 5000
CHAS6977,F4KQRT3,OptiPlex 5000
CHAS6979,C4KQRT3,OptiPlex 5000
CHAS6980,25KQRT3,OptiPlex 5000
CHAS6981,75KQRT3,OptiPlex 5000
CHAS6982,15KQRT3,OptiPlex 5000
CHAS6983,45KQRT3,OptiPlex 5000
CHAS6984,J4KQRT3,OptiPlex 5000
CHAS6986,D4KQRT3,OptiPlex 5000
CHAS6987,35KQRT3,OptiPlex 5000
CHAS6988,1GC88S3,Latitude 5530
CHAS6989,7GC88S3,Latitude 5530
CHAS6990,DFC88S3,Latitude 5530
CHAS6991,7FC88S3,Latitude 5530
CHAS6992,4YLTRT3,OptiPlex 7400 AIO
CHAS6993,CFC88S3,Latitude 5530
CHAS6994,3FC88S3,Latitude 5530
CHAS6995,4FC88S3,Latitude 5530
CHAS6996,5FC88S3,Latitude 5530
CHAS6997,BFC88S3,Latitude 5530
CHAS6998,HDC88S3,Latitude 5530
CHAS6999,JDC88S3,Latitude 5530
CHAS6999.chas.local,,
CHAS6RTDAMFE5FF,,
CHAS7000,,
CHAS7001,8FC88S3,Latitude 5530
CHAS7002,2M7S6S3,Latitude 5530
CHAS7003,1YLTRT3,OptiPlex 7400 AIO
CHAS7004,HXLTRT3,OptiPlex 7400 AIO
CHAS7005,JV44CS3,Latitude 5530
CHAS7005.chas.local,,
CHAS7006,HV44CS3,Latitude 5530
CHAS7007,GDC88S3,Latitude 5530
CHAS7007.chas.local,,
CHAS7008,GV44CS3,Latitude 5530
CHAS7009,1W44CS3,Latitude 5530
CHAS7010,JFC88S3,Latitude 5530
CHAS7010.chas.local,,
CHAS7011,6FC88S3,Latitude 5530
CHAS7011.chas.local,,
CHAS7012,9FC88S3,Latitude 5530
CHAS7013,5NNFWL3,Latitude 5530
CHAS7014,4GC88S3,Latitude 5530
CHAS7015,6J9S6S3,Latitude 5530
CHAS7016,FDC88S3,Latitude 5530
CHAS7017,FFC88S3,Latitude 5530
CHAS7017.chas.local,,
CHAS7018,1K5M5S3,OptiPlex 5090
CHAS7019,6GC88S3,Latitude 5530
CHAS7020,JJ9S6S3,Latitude 5530
CHAS7021,2GC88S3,Latitude 5530
CHAS7022,1FC88S3,Latitude 5530
CHAS7024,GL7S6S3,Latitude 5530
CHAS7025,GFC88S3,Latitude 5530
CHAS7026,HL7S6S3,Latitude 5530
CHAS7026.chas.local,,
CHAS7027,GG9S6S3,Latitude 5530
CHAS7028,BJ9S6S3,Latitude 5530
CHAS7028.chas.local,,
CHAS7028.chas.local,,
CHAS7029,DL7S6S3,Latitude 5530
CHAS7030,5GC88S3,Latitude 5530
CHAS7031,14YZP93,Latitude 5520
CHAS7032,HFC88S3,Latitude 5530
CHAS7033,9M7S6S3,Latitude 5530
CHAS7034,HH9S6S3,Latitude 5530
CHAS7034.chas.local,,
CHAS7035,5J9S6S3,Latitude 5530
CHAS7036,DDC88S3,Latitude 5530
CHAS7037,3G9S6S3,Latitude 5530
CHAS7038,7KMKST3,Latitude 7430
CHAS7039,2FC88S3,Latitude 5530
CHAS7039.chas.local,,
CHAS7040,JH9S6S3,Latitude 5530
CHAS7041,8T5F3L3,OptiPlex 7490 AIO
CHAS7043,G5VG4W3,Precision 5570
CHAS7044,F3BP4W3,Precision 5570
CHAS7045,8NH1HS3,Latitude 5530
CHAS7047,94VG4W3,Precision 5570
CHAS7047.chas.local,,
CHAS7048,DTY1ST3,OptiPlex 7400 AIO
CHAS7050,FTY1ST3,OptiPlex 7400 AIO
CHAS7051,HSV1ST3,OptiPlex 7400 AIO
CHAS7052,GSV1ST3,OptiPlex 7400 AIO
CHAS7053,9YLTRT3,OptiPlex 7400 AIO
CHAS7054,9JYSGS3,Latitude 5530
CHAS7055,BYLTRT3,OptiPlex 7400 AIO
CHAS7056,CHYSGS3,Latitude 5530
CHAS7057,6JYSGS3,Latitude 5530
CHAS7058,1KYSGS3,Latitude 5530
CHAS7058.chas.local,,
CHAS7059,BJYSGS3,Latitude 5530
CHAS7059.chas.local,,
CHAS7060,9HYSGS3,Latitude 5530
CHAS7061,BHYSGS3,Latitude 5530
CHAS7062,6HYSGS3,Latitude 5530
CHAS7062,,
CHAS7063,3KYSGS3,Latitude 5530
CHAS7064,CJYSGS3,Latitude 5530
CHAS7078,CRKP7V3,OptiPlex 7400 AIO
CHAS7079,6RKP7V3,OptiPlex 7400 AIO
CHAS7100,7RKP7V3,OptiPlex 7400 AIO
CHAS7101,FRKP7V3,OptiPlex 7400 AIO
CHAS7102,5RKP7V3,OptiPlex 7400 AIO
CHAS7103,8RKP7V3,OptiPlex 7400 AIO
CHAS7104,DRKP7V3,OptiPlex 7400 AIO
CHAS7105,FJYSGS3,Latitude 5530
CHAS7106,DJYSGS3,Latitude 5530
CHAS7106.chas.local,,
CHAS7107,6KYSGS3,Latitude 5530
CHAS7108,8HYSGS3,Latitude 5530
CHAS7109,HHYSGS3,Latitude 5530
CHAS7110,GHYSGS3,Latitude 5530
CHAS7110.chas.local,,
CHAS7111,HJYSGS3,Latitude 5530
CHAS7112,DHYSGS3,Latitude 5530
CHAS7113,2JYSGS3,Latitude 5530
CHAS7114,5HYSGS3,Latitude 5530
CHAS7115,1JYSGS3,Latitude 5530
CHAS7116,JHYSGS3,Latitude 5530
CHAS7117,3JYSGS3,Latitude 5530
CHAS7119,GJYSGS3,Latitude 5530
CHAS7120,JJYSGS3,Latitude 5530
CHAS7121,7JYSGS3,Latitude 5530
CHAS7122,8JYSGS3,Latitude 5530
CHAS7123,5JYSGS3,Latitude 5530
CHAS7124,7KYSGS3,Latitude 5530
CHAS7124.chas.local,,
CHAS7125,4KYSGS3,Latitude 5530
CHAS7126,BRKP7V3,OptiPlex 7400 AIO
CHAS7127,9RKP7V3,OptiPlex 7400 AIO
CHAS7128,4RKP7V3,OptiPlex 7400 AIO
CHAS7130,7HYSGS3,Latitude 5530
CHAS7130.chas.local,,
CHAS7130.chas.local,,
CHAS7131,7Y3VHG3,Latitude 5520
CHAS7132,2KYSGS3,Latitude 5530
CHAS7133,5KYSGS3,Latitude 5530
CHAS7134,BK35HS3,Latitude 5530
CHAS7135,3GQD7S3,Latitude 5530
CHAS7135.chas.local,,
CHAS7136,3M05HS3,Latitude 5530
CHAS7137,6H15HS3,Latitude 5530
CHAS7138,B0S0CS3,Latitude 5530
CHAS7139,HR05HS3,Latitude 5530
CHAS7140,8742JW3,Latitude 7530
CHAS7141,7SGWHW3,Latitude 7530
CHAS7142,5VHWHW3,Latitude 7530
CHAS7143,11LXHW3,Latitude 7530
CHAS7144,DSGWHW3,Latitude 7530
CHAS7145,1TGWHW3,Latitude 7530
CHAS7146,2QGWHW3,Latitude 7530
CHAS7147,CVGWHW3,Latitude 7530
CHAS7148,9TGWHW3,Latitude 7530
CHAS7149,FW15HS3,Latitude 5530
CHAS7149.chas.local,,
CHAS7150,1T4F7S3,Latitude 5530
CHAS7151,BT15HS3,Latitude 5530
CHAS7152,5Q35HS3,Latitude 5530
CHAS7153,3615HS3,Latitude 5530
CHAS7154,6715HS3,Latitude 5530
CHAS7155,2615HS3,Latitude 5530
CHAS71554,,
CHAS7156,8ZVD7S3,Latitude 5530
CHAS7157,HHQD7S3,Latitude 5530
CHAS7158,7J5M5S3,OptiPlex 5090
CHAS7159,JJ5M5S3,OptiPlex 5090
CHAS7160,3J5M5S3,OptiPlex 5090
CHAS7161,BWHWMW3,OptiPlex 7400 AIO
CHAS7162,7WHWMW3,OptiPlex 7400 AIO
CHAS7163,4WHWMW3,OptiPlex 7400 AIO
CHAS7164,4ZMWHW3,Latitude 7530
CHAS7164.chas.local,,
CHAS7165,C7FXHW3,Latitude 7530
CHAS7165.chas.local,,
CHAS7166,1VM1JW3,Latitude 7530
CHAS7168,HDZWHW3,Latitude 7530
CHAS7169,5SGWHW3,Latitude 7530
CHAS7170,6DFXHW3,Latitude 7530
CHAS7171,BGZWHW3,Latitude 7530
CHAS7172,5TM1JW3,Latitude 7530
CHAS7173,6BFXHW3,Latitude 7530
CHAS7174,BK7XHW3,Latitude 7530
CHAS7175,DWHWMW3,OptiPlex 7400 AIO
